Name,A,B,CDHSi,G,D,CDHSs,CDHS,Cls
Kepler-1166 b,0.9,0.1,1.6219,0.1,0.9,1.0693,1.6164,non-habitable
Kepler-1167 b,0.8,0.2,1.574,0.1,0.9,2.5838,1.5841,non-habitable
Kepler-1168 b,0.9,0.1,2.4082,0.1,0.9,0.9449,2.3936,non-habitable
Kepler-1169 b,0.9,0.1,0.9306,0.1,0.9,1.9827,0.9411,non-habitable
Kepler-1170 b,0.9,0.1,2.3162,0.1,0.9,1.4498,2.3075,non-habitable
Kepler-1173 b,0.9,0.1,0.8759,0.1,0.9,2.7588,0.8947,non-habitable
Kepler-1174 b,0.9,0.1,1.5283,0.1,0.9,1.8899,1.5319,non-habitable
Kepler-1176 b,0.9,0.1,2.3579,0.1,0.9,1.4028,2.3483,non-habitable
Kepler-1177 b,0.9,0.1,1.8192,0.1,0.9,0.8584,1.8096,non-habitable
Kepler-1178 b,0.9,0.1,1.0416,0.2,0.8,0.4848,1.036,non-habitable
Kepler-1179 b,0.9,0.1,1.28,0.1,0.9,1.998,1.2872,non-habitable
Kepler-1180 b,0.9,0.1,1.9041,0.1,0.9,1.5989,1.901,non-habitable
Kepler-1181 b,0.9,0.1,1.5095,0.1,0.9,2.3353,1.5178,non-habitable
Kepler-1182 b,0.9,0.1,2.3162,0.1,0.9,1.7702,2.3107,non-habitable
Kepler-1185 b,0.9,0.1,1.2887,0.1,0.9,0.7677,1.2835,non-habitable
Kepler-1186 b,0.9,0.1,2.136,0.1,0.9,1.4509,2.1291,non-habitable
Kepler-1188 b,0.9,0.1,1.9905,0.1,0.9,1.529,1.9859,non-habitable
Kepler-1189 b,0.9,0.1,1.6968,0.1,0.9,2.3975,1.7038,non-habitable
Kepler-1190 b,0.9,0.1,1.2887,0.1,0.9,1.2015,1.2878,non-habitable
Kepler-1191 b,0.8,0.2,1.4015,0.1,0.9,1.6707,1.4042,non-habitable
Kepler-1192 b,0.9,0.1,2.2672,0.1,0.9,1.2162,2.2567,non-habitable
Kepler-1193 b,0.9,0.1,1.28,0.1,0.9,2.5216,1.2924,non-habitable
Kepler-1194 b,0.9,0.1,1.4547,0.2,0.8,0.7265,1.4474,non-habitable
Kepler-1195 b,0.9,0.1,1.9905,0.1,0.9,1.4236,1.9848,non-habitable
Kepler-1196 b,0.9,0.1,2.136,0.1,0.9,1.0125,2.1248,non-habitable
Kepler-1197 b,0.9,0.1,1.2149,0.1,0.9,1.8909,1.2217,non-habitable
Kepler-1198 b,0.9,0.1,1.4172,0.1,0.9,1.6219,1.4192,non-habitable
Kepler-1199 b,0.9,0.1,1.1234,0.1,0.9,1.5288,1.1275,non-habitable
Kepler-1200 b,0.9,0.1,1.0416,0.1,0.9,2.1513,1.0527,non-habitable
Kepler-1201 b,0.9,0.1,2.1865,0.1,0.9,1.7606,2.1822,non-habitable
Kepler-1203 b,0.9,0.1,1.0416,0.1,0.9,2.2542,1.0537,non-habitable
Kepler-1205 b,0.9,0.1,1.3624,0.1,0.9,2.6362,1.3751,non-habitable
Kepler-1206 b,0.9,0.1,1.5744,0.1,0.9,2.382,1.5825,non-habitable
Kepler-1207 b,0.9,0.1,1.5571,0.1,0.9,1.5593,1.5571,non-habitable
Kepler-1208 b,0.9,0.1,2.2254,0.2,0.8,0.7987,2.2111,non-habitable
Kepler-1209 b,0.9,0.1,1.4547,0.2,0.8,0.7921,1.4481,non-habitable
Kepler-1210 b,0.8,0.2,1.5639,0.1,0.9,1.6615,1.5649,non-habitable
Kepler-1212 b,0.8,0.2,1.9602,0.1,0.9,1.743,1.958,non-habitable
Kepler-1213 b,0.9,0.1,1.1598,0.1,0.9,2.0917,1.1691,non-habitable
Kepler-1214 b,0.9,0.1,2.2672,0.1,0.9,1.2392,2.2569,non-habitable
Kepler-1215 b,0.9,0.1,1.1873,0.1,0.9,1.8632,1.1941,non-habitable
Kepler-1216 b,0.9,0.1,1.3436,0.2,0.8,1.0301,1.3405,non-habitable
Kepler-1217 b,0.9,0.1,1.9041,0.1,0.9,2.8132,1.9132,non-habitable
Kepler-1218 b,0.9,0.1,1.3811,0.1,0.9,1.3573,1.3809,non-habitable
Kepler-1219 b,0.9,0.1,2.0294,0.1,0.9,1.9776,2.0289,non-habitable
Kepler-1220 b,0.9,0.1,1.4634,0.1,0.9,1.7849,1.4666,non-habitable
Kepler-1221 b,0.9,0.1,1.8004,0.1,0.9,1.3698,1.7961,non-habitable
Kepler-1222 b,0.1,0.9,0.8069,0.1,0.9,2.0608,0.8194,non-habitable
Kepler-1223 b,0.9,0.1,1.1873,0.1,0.9,1.084,1.1863,non-habitable
Kepler-1224 b,0.9,0.1,1.2887,0.3,0.7,0.4461,1.2803,non-habitable
Kepler-1225 b,0.9,0.1,1.7342,0.2,0.8,1.0968,1.7278,non-habitable
Kepler-1226 b,0.9,0.1,1.3898,0.1,0.9,1.4201,1.3901,non-habitable
Kepler-1227 b,0.9,0.1,2.1865,0.1,0.9,0.9176,2.1738,non-habitable
Kepler-1228 b,0.9,0.1,1.4735,0.1,0.9,3.0253,1.489,non-habitable
Kepler-1229 b,0.9,0.1,1.3523,0.1,0.9,0.5194,1.344,psychroplanet
Kepler-1231 b,0.9,0.1,1.3711,0.1,0.9,1.5918,1.3733,non-habitable
Kepler-1232 b,0.9,0.1,1.8465,0.1,0.9,1.1787,1.8398,non-habitable
Kepler-1235 b,0.1,0.9,0.8069,0.1,0.9,1.7904,0.8167,non-habitable
Kepler-1236 b,0.9,0.1,2.0481,0.2,0.8,0.6442,2.0341,non-habitable
Kepler-1238 b,0.8,0.2,1.7666,0.1,0.9,2.7114,1.776,non-habitable
Kepler-1240 b,0.9,0.1,1.1234,0.1,0.9,1.8737,1.1309,non-habitable
Kepler-1242 b,0.9,0.1,2.1663,0.1,0.9,1.2678,2.1573,non-habitable
Kepler-1243 b,0.9,0.1,1.6766,0.1,0.9,1.383,1.6737,non-habitable
Kepler-1244 b,0.9,0.1,1.2974,0.1,0.9,2.9439,1.3139,non-habitable
Kepler-1245 b,0.8,0.2,1.3339,0.1,0.9,1.7977,1.3385,non-habitable
Kepler-1245 c,0.9,0.1,1.3811,0.1,0.9,2.0144,1.3874,non-habitable
Kepler-1246 b,0.9,0.1,1.3162,0.1,0.9,1.1387,1.3144,non-habitable
Kepler-1247 b,0.9,0.1,2.2355,0.1,0.9,1.3984,2.2271,non-habitable
Kepler-1248 b,0.9,0.1,1.151,0.1,0.9,1.9068,1.1586,non-habitable
Kepler-1249 b,0.9,0.1,2.2773,0.1,0.9,1.5714,2.2702,non-habitable
Kepler-1250 b,0.9,0.1,1.8379,0.1,0.9,2.4468,1.844,non-habitable
Kepler-1251 b,0.9,0.1,1.7615,0.1,0.9,1.023,1.7541,non-habitable
Kepler-1252 b,0.8,0.2,1.539,0.1,0.9,1.5515,1.5391,non-habitable
Kepler-1253 b,0.9,0.1,1.2887,0.1,0.9,0.9781,1.2856,non-habitable
Kepler-1254 b,0.9,0.1,1.4908,0.1,0.9,1.3199,1.4891,non-habitable
Kepler-1254 c,0.9,0.1,1.2612,0.1,0.9,1.7219,1.2658,non-habitable
Kepler-1254 d,0.9,0.1,1.2699,0.1,0.9,1.5094,1.2723,non-habitable
Kepler-1255 b,0.9,0.1,2.2254,0.1,0.9,1.307,2.2162,non-habitable
Kepler-1256 b,0.9,0.1,1.436,0.1,0.9,1.7926,1.4396,non-habitable
Kepler-1257 b,0.9,0.1,1.4634,0.1,0.9,2.1868,1.4706,non-habitable
Kepler-1258 b,0.9,0.1,0.857,0.1,0.9,2.9913,0.8783,non-habitable
Kepler-1259 b,0.9,0.1,1.3811,0.1,0.9,2.9131,1.3964,non-habitable
Kepler-1260 b,0.9,0.1,1.6968,0.1,0.9,1.4595,1.6944,non-habitable
Kepler-1261 b,0.9,0.1,2.1663,0.1,0.9,0.9209,2.1538,non-habitable
Kepler-1262 b,0.9,0.1,1.7342,0.1,0.9,1.729,1.7341,non-habitable
Kepler-1263 b,0.9,0.1,1.1146,0.1,0.9,1.6726,1.1202,non-habitable
Kepler-1264 b,0.9,0.1,1.151,0.1,0.9,3.0865,1.1704,non-habitable
Kepler-1265 b,0.9,0.1,1.2974,0.1,0.9,1.3415,1.2978,non-habitable
Kepler-1268 b,0.9,0.1,1.943,0.1,0.9,1.2015,1.9356,non-habitable
Kepler-1269 b,0.9,0.1,1.5571,0.1,0.9,1.2239,1.5538,non-habitable
Kepler-1271 b,0.9,0.1,1.4259,0.1,0.9,2.6012,1.4377,non-habitable
Kepler-1272 b,0.9,0.1,2.2672,0.1,0.9,1.1686,2.2562,non-habitable
Kepler-1273 b,0.9,0.1,2.3982,0.1,0.9,1.242,2.3866,non-habitable
Kepler-1274 b,0.9,0.1,1.3711,0.1,0.9,2.5174,1.3826,non-habitable
Kepler-1275 b,0.8,0.2,1.3738,0.1,0.9,2.5955,1.386,non-habitable
Kepler-1276 b,0.8,0.2,1.1303,0.1,0.9,1.665,1.1356,non-habitable
Kepler-1277 b,0.9,0.1,1.5383,0.1,0.9,1.0435,1.5334,non-habitable
Kepler-1278 b,0.9,0.1,0.995,0.2,0.8,1.129,0.9963,non-habitable
Kepler-1279 b,0.9,0.1,1.6766,0.1,0.9,1.5281,1.6751,non-habitable
Kepler-1280 b,0.9,0.1,1.7903,0.1,0.9,1.1519,1.7839,non-habitable
Kepler-1281 b,0.9,0.1,1.5744,0.1,0.9,2.0306,1.579,non-habitable
Kepler-1282 b,0.9,0.1,1.4908,0.1,0.9,2.3554,1.4994,non-habitable
Kepler-1283 b,0.9,0.1,1.8192,0.1,0.9,1.7876,1.8189,non-habitable
Kepler-1284 b,0.9,0.1,1.1786,0.1,0.9,2.8942,1.1958,non-habitable
Kepler-1285 b,0.9,0.1,0.9584,0.1,0.9,1.5688,0.9645,non-habitable
Kepler-1286 b,0.9,0.1,2.0582,0.1,0.9,1.6465,2.0541,non-habitable
Kepler-1287 b,0.9,0.1,1.4735,0.1,0.9,1.5219,1.474,non-habitable
Kepler-1288 b,0.8,0.2,1.0721,0.1,0.9,2.6007,1.0874,non-habitable
Kepler-1289 b,0.9,0.1,1.4634,0.1,0.9,1.9181,1.4679,non-habitable
Kepler-1290 b,0.7,0.3,1.2782,0.1,0.9,1.9234,1.2847,non-habitable
Kepler-1291 b,0.9,0.1,1.5931,0.1,0.9,1.4697,1.5919,non-habitable
Kepler-1292 b,0.9,0.1,1.7342,0.1,0.9,2.1779,1.7386,non-habitable
Kepler-1293 b,0.9,0.1,0.9584,0.1,0.9,2.1098,0.9699,non-habitable
Kepler-1295 b,0.9,0.1,1.4908,0.2,0.8,1.0318,1.4862,non-habitable
Kepler-1296 b,0.9,0.1,0.9027,0.1,0.9,1.4076,0.9077,non-habitable
Kepler-1297 b,0.8,0.2,0.9469,0.1,0.9,2.583,0.9633,non-habitable
Kepler-1298 b,0.9,0.1,1.2699,0.1,0.9,2.4434,1.2816,non-habitable
Kepler-1300 b,0.9,0.1,1.3249,0.1,0.9,1.6619,1.3283,non-habitable
Kepler-1301 b,0.9,0.1,1.3523,0.1,0.9,1.411,1.3529,non-habitable
Kepler-1302 b,0.8,0.2,1.3339,0.1,0.9,1.443,1.335,non-habitable
Kepler-1303 b,0.9,0.1,1.3711,0.1,0.9,1.7435,1.3748,non-habitable
Kepler-1304 b,0.9,0.1,2.1865,0.1,0.9,1.3177,2.1778,non-habitable
Kepler-1305 b,0.9,0.1,1.8004,0.1,0.9,1.5074,1.7975,non-habitable
Kepler-1306 b,0.9,0.1,1.8192,0.1,0.9,1.4435,1.8154,non-habitable
Kepler-1307 b,0.9,0.1,2.3679,0.2,0.8,0.9005,2.3532,non-habitable
Kepler-1308 b,0.1,0.9,0.7317,0.1,0.9,1.0381,0.7348,non-habitable
Kepler-1309 b,0.9,0.1,2.2672,0.1,0.9,1.1207,2.2557,non-habitable
Kepler-1310 b,0.9,0.1,1.3811,0.1,0.9,3.269,1.4,non-habitable
Kepler-1311 b,0.8,0.2,1.1732,0.1,0.9,1.7537,1.179,non-habitable
Kepler-1311 c,0.9,0.1,1.1873,0.1,0.9,2.6941,1.2024,non-habitable
Kepler-1312 b,0.8,0.2,1.9151,0.1,0.9,1.9538,1.9155,non-habitable
Kepler-1313 b,0.9,0.1,1.6867,0.1,0.9,1.9697,1.6895,non-habitable
Kepler-1315 b,0.9,0.1,1.3349,0.1,0.9,2.5803,1.3474,non-habitable
Kepler-1317 b,0.8,0.2,1.444,0.1,0.9,3.1492,1.4611,non-habitable
Kepler-1319 b,0.9,0.1,1.2974,0.1,0.9,1.2864,1.2973,non-habitable
Kepler-1320 b,0.9,0.1,1.6305,0.1,0.9,2.599,1.6402,non-habitable
Kepler-1321 c,0.9,0.1,2.3061,0.2,0.8,0.9536,2.2926,non-habitable
Kepler-1322 b,0.9,0.1,1.547,0.1,0.9,2.9607,1.5611,non-habitable
Kepler-1323 b,0.9,0.1,1.4634,0.2,0.8,1.8776,1.4675,non-habitable
Kepler-1324 b,0.9,0.1,1.4547,0.1,0.9,1.6133,1.4563,non-habitable
Kepler-1327 b,0.9,0.1,1.7241,0.1,0.9,1.5317,1.7222,non-habitable
Kepler-1328 b,0.9,0.1,0.9584,0.1,0.9,1.9199,0.968,non-habitable
Kepler-1329 b,0.9,0.1,2.0784,0.1,0.9,1.2768,2.0704,non-habitable
Kepler-1330 b,0.9,0.1,1.5844,0.1,0.9,1.5668,1.5842,non-habitable
Kepler-1331 b,0.9,0.1,1.0316,0.1,0.9,2.3275,1.0446,non-habitable
Kepler-1332 b,0.9,0.1,1.3249,0.1,0.9,1.4269,1.3259,non-habitable
Kepler-1334 b,0.9,0.1,2.1865,0.1,0.9,1.4531,2.1792,non-habitable
Kepler-1335 b,0.9,0.1,1.3898,0.2,0.8,0.7796,1.3837,non-habitable
Kepler-1336 b,0.9,0.1,1.8955,0.1,0.9,1.4504,1.891,non-habitable
Kepler-1336 c,0.9,0.1,1.6406,0.1,0.9,2.1074,1.6453,non-habitable
Kepler-1337 b,0.9,0.1,2.3162,0.1,0.9,0.9988,2.303,non-habitable
Kepler-1338 b,0.9,0.1,0.9127,0.1,0.9,3.1526,0.9351,non-habitable
Kepler-1339 b,0.1,0.9,0.7905,0.1,0.9,2.5129,0.8077,non-habitable
Kepler-1340 b,0.9,0.1,1.4908,0.1,0.9,4.3939,1.5198,non-habitable
Kepler-1342 b,0.9,0.1,1.5931,0.1,0.9,2.3686,1.6009,non-habitable
Kepler-1343 b,0.9,0.1,1.8465,0.1,0.9,2.2538,1.8506,non-habitable
Kepler-1344 b,0.9,0.1,1.7615,0.1,0.9,2.2256,1.7661,non-habitable
Kepler-1345 b,0.9,0.1,2.2672,0.1,0.9,1.4621,2.2591,non-habitable
Kepler-1346 b,0.9,0.1,1.5196,0.2,0.8,1.2759,1.5172,non-habitable
Kepler-1347 b,0.9,0.1,1.0139,0.3,0.7,0.3217,1.007,non-habitable
Kepler-1348 b,0.9,0.1,1.8566,0.2,0.8,0.7385,1.8454,non-habitable
Kepler-1349 b,0.1,0.9,0.7794,0.1,0.9,2.6367,0.798,non-habitable
Kepler-1350 c,0.9,0.1,1.6492,0.2,0.8,0.8608,1.6413,non-habitable
Kepler-1351 b,0.1,0.9,0.7659,0.2,0.8,0.9513,0.7678,non-habitable
Kepler-1352 b,0.9,0.1,0.8759,0.2,0.8,1.2694,0.8798,non-habitable
Kepler-1353 b,0.8,0.2,1.6514,0.1,0.9,1.0002,1.6449,non-habitable
Kepler-1355 b,0.9,0.1,1.4086,0.1,0.9,2.5758,1.4203,non-habitable
Kepler-1356 b,0.9,0.1,1.4634,0.1,0.9,3.0109,1.4789,non-habitable
Kepler-1357 b,0.9,0.1,1.2424,0.1,0.9,2.1128,1.2511,non-habitable
Kepler-1358 b,0.9,0.1,1.0958,0.1,0.9,1.4586,1.0994,non-habitable
Kepler-1361 b,0.9,0.1,0.857,0.1,0.9,1.7,0.8654,non-habitable
Kepler-1363 b,0.9,0.1,1.2149,0.1,0.9,1.7466,1.2202,non-habitable
Kepler-1364 b,0.9,0.1,2.0582,0.1,0.9,2.2161,2.0598,non-habitable
Kepler-1365 b,0.9,0.1,0.9127,0.2,0.8,0.8275,0.9118,non-habitable
Kepler-1365 c,0.3,0.7,0.8139,0.1,0.9,1.8889,0.8246,non-habitable
Kepler-1366 b,0.9,0.1,1.3811,0.1,0.9,1.5932,1.3832,non-habitable
Kepler-1367 b,0.9,0.1,0.9127,0.1,0.9,1.6578,0.9202,non-habitable
Kepler-1368 b,0.9,0.1,1.5844,0.3,0.7,0.8992,1.5775,non-habitable
Kepler-1370 b,0.9,0.1,1.7615,0.1,0.9,1.5848,1.7597,non-habitable
Kepler-1370 c,0.9,0.1,1.2337,0.1,0.9,2.0012,1.2414,non-habitable
Kepler-1371 b,0.1,0.9,0.7927,0.2,0.8,0.8457,0.7932,non-habitable
Kepler-1371 c,0.1,0.9,0.7647,0.1,0.9,2.0441,0.7775,non-habitable
Kepler-1372 b,0.9,0.1,1.2337,0.1,0.9,2.7914,1.2493,non-habitable
Kepler-1373 b,0.9,0.1,1.1234,0.1,0.9,3.3806,1.146,non-habitable
Kepler-1374 b,0.9,0.1,2.1865,0.1,0.9,1.4948,2.1796,non-habitable
Kepler-1375 b,0.9,0.1,1.668,0.1,0.9,3.1692,1.683,non-habitable
Kepler-1376 b,0.9,0.1,1.0316,0.1,0.9,1.8075,1.0394,non-habitable
Kepler-1377 b,0.9,0.1,1.2149,0.1,0.9,2.8989,1.2317,non-habitable
Kepler-1378 b,0.9,0.1,2.1072,0.1,0.9,1.1644,2.0978,non-habitable
Kepler-1379 b,0.8,0.2,1.2235,0.2,0.8,1.3329,1.2246,non-habitable
Kepler-1380 b,0.9,0.1,1.3811,0.1,0.9,1.5198,1.3825,non-habitable
Kepler-1381 b,0.9,0.1,2.1562,0.1,0.9,1.3046,2.1477,non-habitable
Kepler-1382 b,0.9,0.1,1.8004,0.1,0.9,1.8674,1.8011,non-habitable
Kepler-1383 b,0.9,0.1,1.3624,0.1,0.9,1.8053,1.3668,non-habitable
Kepler-1384 b,0.9,0.1,1.8566,0.1,0.9,1.1937,1.85,non-habitable
Kepler-1385 b,0.9,0.1,0.848,0.1,0.9,2.3543,0.8631,non-habitable
Kepler-1386 b,0.9,0.1,1.2061,0.1,0.9,1.78,1.2118,non-habitable
Kepler-1387 b,0.9,0.1,0.9217,0.1,0.9,1.9105,0.9316,non-habitable
Kepler-1388 c,0.9,0.1,2.1663,0.1,0.9,1.332,2.158,non-habitable
Kepler-1388 e,0.9,0.1,2.3579,0.1,0.9,0.8081,2.3424,non-habitable
Kepler-1389 b,0.9,0.1,1.6968,0.1,0.9,0.7225,1.6871,non-habitable
Kepler-1390 b,0.9,0.1,1.151,0.1,0.9,1.7638,1.1571,non-habitable
Kepler-1391 b,0.9,0.1,1.6118,0.1,0.9,1.0734,1.6064,non-habitable
Kepler-1392 b,0.9,0.1,1.8753,0.1,0.9,1.3697,1.8702,non-habitable
Kepler-1393 b,0.1,0.9,0.818,0.1,0.9,2.1607,0.8314,non-habitable
Kepler-1394 b,0.9,0.1,1.3436,0.1,0.9,3.2636,1.3628,non-habitable
Kepler-1395 b,0.1,0.9,0.818,0.1,0.9,2.2366,0.8322,non-habitable
Kepler-1396 b,0.9,0.1,1.9819,0.1,0.9,1.6566,1.9786,non-habitable
Kepler-1397 b,0.9,0.1,1.6406,0.1,0.9,1.1479,1.6357,non-habitable
Kepler-1398 b,0.9,0.1,0.8938,0.2,0.8,1.1543,0.8964,non-habitable
Kepler-1398 c,0.9,0.1,1.0139,0.1,0.9,2.215,1.0259,non-habitable
Kepler-1399 b,0.9,0.1,1.2149,0.1,0.9,2.6284,1.229,non-habitable
Kepler-1400 b,0.9,0.1,1.5571,0.1,0.9,1.3912,1.5554,non-habitable
Kepler-1401 b,0.9,0.1,1.6118,0.1,0.9,1.6975,1.6127,non-habitable
Kepler-1402 b,0.1,0.9,0.8049,0.1,0.9,2.1317,0.8182,non-habitable
Kepler-1403 b,0.9,0.1,2.0481,0.1,0.9,2.2641,2.0503,non-habitable
Kepler-1404 b,0.9,0.1,1.9142,0.1,0.9,1.286,1.9079,non-habitable
Kepler-1406 b,0.8,0.2,1.0567,0.1,0.9,1.5807,1.0619,non-habitable
Kepler-1407 b,0.9,0.1,2.1562,0.1,0.9,1.5448,2.1501,non-habitable
Kepler-1408 b,0.9,0.1,0.8759,0.3,0.7,0.5573,0.8727,non-habitable
Kepler-1409 b,0.9,0.1,1.0228,0.1,0.9,2.7464,1.04,non-habitable
Kepler-1410 b,0.9,0.1,1.7054,0.1,0.9,0.6606,1.695,mesoplanet
Kepler-1412 b,0.9,0.1,0.829,0.1,0.9,2.2559,0.8433,non-habitable
Kepler-1413 b,0.9,0.1,1.7342,0.1,0.9,1.3188,1.73,non-habitable
Kepler-1414 b,0.8,0.2,1.1656,0.1,0.9,1.7047,1.171,non-habitable
Kepler-1415 b,0.9,0.1,1.2524,0.1,0.9,3.0843,1.2707,non-habitable
Kepler-1416 b,0.9,0.1,0.8759,0.1,0.9,2.8699,0.8958,non-habitable
Kepler-1417 b,0.9,0.1,0.9862,0.1,0.9,1.2717,0.9891,non-habitable
Kepler-1418 b,0.9,0.1,1.5931,0.1,0.9,1.0096,1.5873,non-habitable
Kepler-1420 b,0.9,0.1,1.2424,0.1,0.9,1.5105,1.2451,non-habitable
Kepler-1421 b,0.9,0.1,0.9217,0.1,0.9,2.0734,0.9332,non-habitable
Kepler-1422 b,0.9,0.1,1.9329,0.1,0.9,1.623,1.9298,non-habitable
Kepler-1423 b,0.9,0.1,1.0416,0.1,0.9,0.9663,1.0408,non-habitable
Kepler-1424 b,0.9,0.1,1.1234,0.1,0.9,1.1895,1.1241,non-habitable
Kepler-1425 b,0.9,0.1,0.9306,0.2,0.8,0.6786,0.9281,non-habitable
Kepler-1426 b,0.9,0.1,1.5009,0.1,0.9,1.4976,1.5009,non-habitable
Kepler-1427 b,0.8,0.2,1.0567,0.1,0.9,3.0919,1.0771,non-habitable
Kepler-1428 b,0.9,0.1,1.5744,0.1,0.9,1.8887,1.5775,non-habitable
Kepler-1429 b,0.9,0.1,1.2524,0.1,0.9,2.0899,1.2608,non-habitable
Kepler-1430 b,0.9,0.1,1.151,0.2,0.8,0.9135,1.1486,non-habitable
Kepler-1431 b,0.9,0.1,1.4172,0.1,0.9,1.9136,1.4222,non-habitable
Kepler-1432 b,0.9,0.1,2.1274,0.1,0.9,1.4619,2.1207,non-habitable
Kepler-1433 b,0.9,0.1,1.5009,0.1,0.9,2.3387,1.5093,non-habitable
Kepler-1434 b,0.9,0.1,1.087,0.1,0.9,2.3059,1.0992,non-habitable
Kepler-1435 b,0.9,0.1,0.857,0.1,0.9,2.2797,0.8712,non-habitable
Kepler-1436 b,0.9,0.1,1.2699,0.1,0.9,1.704,1.2742,non-habitable
Kepler-1437 b,0.9,0.1,1.3249,0.1,0.9,1.4601,1.3263,non-habitable
Kepler-1438 b,0.9,0.1,0.9306,0.1,0.9,2.2163,0.9435,non-habitable
Kepler-1439 b,0.9,0.1,1.4086,0.1,0.9,0.8966,1.4035,non-habitable
Kepler-1440 b,0.9,0.1,1.2149,0.1,0.9,1.0422,1.2132,non-habitable
Kepler-1441 b,0.9,0.1,1.2699,0.1,0.9,1.0838,1.268,non-habitable
Kepler-1443 b,0.9,0.1,0.9584,0.1,0.9,2.701,0.9758,non-habitable
Kepler-1444 b,0.9,0.1,2.0784,0.1,0.9,1.2564,2.0702,non-habitable
Kepler-1445 b,0.9,0.1,0.9495,0.1,0.9,1.7244,0.9572,non-habitable
Kepler-1446 b,0.8,0.2,0.82,0.1,0.9,2.5581,0.8374,non-habitable
Kepler-1448 b,0.8,0.2,1.4864,0.1,0.9,1.5133,1.4867,non-habitable
Kepler-1449 b,0.9,0.1,1.6118,0.1,0.9,1.62,1.6119,non-habitable
Kepler-1450 b,0.9,0.1,1.6406,0.1,0.9,0.7556,1.6318,non-habitable
Kepler-1454 b,0.9,0.1,1.8004,0.1,0.9,0.9904,1.7923,non-habitable
Kepler-1455 b,0.9,0.1,2.0683,0.3,0.7,0.2727,2.0503,non-habitable
Kepler-1456 b,0.9,0.1,1.1146,0.1,0.9,0.8817,1.1123,non-habitable
Kepler-1457 b,0.8,0.2,1.8219,0.1,0.9,1.0932,1.8146,non-habitable
Kepler-1459 b,0.9,0.1,1.3162,0.1,0.9,0.7517,1.3106,non-habitable
Kepler-1460 b,0.9,0.1,1.8753,0.1,0.9,0.8893,1.8654,non-habitable
Kepler-1461 b,0.7,0.3,1.78,0.1,0.9,1.0056,1.7723,non-habitable
Kepler-1463 b,0.9,0.1,1.7802,0.1,0.9,1.256,1.775,non-habitable
Kepler-1464 b,0.9,0.1,1.5931,0.1,0.9,1.2002,1.5892,non-habitable
Kepler-1464 c,0.9,0.1,0.9862,0.1,0.9,1.8613,0.995,non-habitable
Kepler-1465 b,0.9,0.1,1.6968,0.1,0.9,0.9191,1.689,non-habitable
Kepler-1466 b,0.9,0.1,1.4908,0.1,0.9,1.2099,1.488,non-habitable
Kepler-1468 b,0.9,0.1,1.6492,0.1,0.9,1.8135,1.6508,non-habitable
Kepler-1468 c,0.9,0.1,1.1234,0.1,0.9,2.1866,1.134,non-habitable
Kepler-1470 b,0.9,0.1,1.0416,0.1,0.9,1.0854,1.042,non-habitable
Kepler-1471 b,0.9,0.1,1.3624,0.1,0.9,2.0692,1.3695,non-habitable
Kepler-1472 b,0.9,0.1,1.8192,0.1,0.9,1.3134,1.8141,non-habitable
Kepler-1473 b,0.9,0.1,1.1598,0.1,0.9,1.5091,1.1633,non-habitable
Kepler-1474 b,0.9,0.1,2.0683,0.1,0.9,1.2294,2.0599,non-habitable
Kepler-1476 b,0.9,0.1,1.6032,0.1,0.9,1.5849,1.603,non-habitable
Kepler-1477 b,0.9,0.1,1.151,0.2,0.8,0.6608,1.1461,non-habitable
Kepler-1478 b,0.9,0.1,1.6492,0.1,0.9,1.314,1.6458,non-habitable
Kepler-1479 b,0.9,0.1,1.7529,0.1,0.9,1.5003,1.7504,non-habitable
Kepler-1480 b,0.8,0.2,1.539,0.2,0.8,0.6288,1.5299,non-habitable
Kepler-1481 b,0.9,0.1,1.1974,0.1,0.9,1.4549,1.2,non-habitable
Kepler-1482 b,0.9,0.1,0.995,0.1,0.9,1.2894,0.9979,non-habitable
Kepler-1483 b,0.9,0.1,1.4634,0.1,0.9,2.0063,1.4688,non-habitable
Kepler-1484 b,0.9,0.1,2.0193,0.1,0.9,1.2144,2.0113,non-habitable
Kepler-1485 b,0.9,0.1,1.4172,0.1,0.9,1.4393,1.4174,non-habitable
Kepler-1486 b,0.9,0.1,2.2254,0.1,0.9,1.1588,2.2147,non-habitable
Kepler-1487 b,0.8,0.2,1.9529,0.1,0.9,2.4676,1.958,non-habitable
Kepler-1488 b,0.9,0.1,1.7802,0.1,0.9,1.2743,1.7751,non-habitable
Kepler-1489 b,0.9,0.1,1.6968,0.1,0.9,0.8793,1.6886,non-habitable
Kepler-1491 b,0.8,0.2,1.4015,0.1,0.9,1.3927,1.4014,non-habitable
Kepler-1492 b,0.9,0.1,1.436,0.1,0.9,1.0655,1.4323,non-habitable
Kepler-1493 b,0.9,0.1,1.3624,0.1,0.9,1.6069,1.3648,non-habitable
Kepler-1496 b,0.9,0.1,2.1274,0.1,0.9,1.1751,2.1179,non-habitable
Kepler-1497 b,0.9,0.1,1.5931,0.1,0.9,1.662,1.5938,non-habitable
Kepler-1498 b,0.9,0.1,1.2887,0.1,0.9,0.8854,1.2847,non-habitable
Kepler-1499 b,0.9,0.1,1.1598,0.1,0.9,0.8599,1.1568,non-habitable
Kepler-1500 b,0.9,0.1,1.1698,0.1,0.9,1.4146,1.1722,non-habitable
