Name,A,B,CDHSi,G,D,CDHSs,CDHS,Cls
Kepler-738 b,0.9,0.1,2.4082,0.1,0.9,1.2126,2.3962,non-habitable
Kepler-743 b,0.9,0.1,1.1786,0.1,0.9,1.9752,1.1866,non-habitable
Kepler-744 b,0.9,0.1,1.5571,0.1,0.9,1.4836,1.5564,non-habitable
Kepler-745 b,0.8,0.2,1.9806,0.1,0.9,1.7663,1.9785,non-habitable
Kepler-746 b,0.9,0.1,1.087,0.1,0.9,1.9652,1.0958,non-habitable
Kepler-750 c,0.8,0.2,1.4966,0.1,0.9,2.4133,1.5058,non-habitable
Kepler-751 b,0.8,0.2,2.2692,0.1,0.9,1.3512,2.26,non-habitable
Kepler-753 b,0.9,0.1,1.8192,0.2,0.8,0.7627,1.8086,non-habitable
Kepler-754 b,0.9,0.1,1.9142,0.1,0.9,1.6043,1.9111,non-habitable
Kepler-755 b,0.9,0.1,1.6867,0.1,0.9,2.4688,1.6945,non-habitable
Kepler-755 c,0.9,0.1,1.2149,0.1,0.9,1.8598,1.2213,non-habitable
Kepler-756 b,0.9,0.1,1.0958,0.1,0.9,2.467,1.1095,non-habitable
Kepler-757 b,0.9,0.1,1.3162,0.1,0.9,3.3623,1.3367,non-habitable
Kepler-758 b,0.9,0.1,2.3867,0.1,0.9,2.0334,2.3832,non-habitable
Kepler-758 c,0.9,0.1,1.6219,0.1,0.9,2.4949,1.6306,non-habitable
Kepler-758 d,0.9,0.1,2.0294,0.1,0.9,1.6989,2.0261,non-habitable
Kepler-758 e,0.9,0.1,1.4634,0.1,0.9,2.0985,1.4698,non-habitable
Kepler-759 b,0.9,0.1,2.1764,0.1,0.9,1.1937,2.1666,non-habitable
Kepler-760 c,0.9,0.1,1.4259,0.1,0.9,2.1456,1.4331,non-habitable
Kepler-761 b,0.9,0.1,1.943,0.1,0.9,1.6423,1.94,non-habitable
Kepler-763 b,0.9,0.1,1.1873,0.1,0.9,2.4696,1.2001,non-habitable
Kepler-764 b,0.9,0.1,1.5744,0.1,0.9,1.6758,1.5754,non-habitable
Kepler-765 b,0.9,0.1,2.3377,0.1,0.9,1.3739,2.3281,non-habitable
Kepler-768 b,0.9,0.1,1.7155,0.1,0.9,1.3422,1.7118,non-habitable
Kepler-769 c,0.8,0.2,1.6441,0.1,0.9,1.6803,1.6445,non-habitable
Kepler-770 b,0.9,0.1,2.2052,0.1,0.9,1.3821,2.197,non-habitable
Kepler-770 c,0.9,0.1,1.1698,0.1,0.9,2.5993,1.1841,non-habitable
Kepler-770 d,0.9,0.1,1.3523,0.1,0.9,1.9645,1.3584,non-habitable
Kepler-771 b,0.9,0.1,1.7342,0.1,0.9,1.8032,1.7349,non-habitable
Kepler-772 b,0.9,0.1,1.7342,0.1,0.9,1.614,1.733,non-habitable
Kepler-773 b,0.9,0.1,1.3811,0.1,0.9,2.1648,1.3889,non-habitable
Kepler-775 b,0.9,0.1,1.1598,0.1,0.9,2.7688,1.1759,non-habitable
Kepler-776 b,0.9,0.1,1.2424,0.1,0.9,1.6093,1.2461,non-habitable
Kepler-777 b,0.9,0.1,1.4172,0.1,0.9,1.1818,1.4148,non-habitable
Kepler-778 b,0.8,0.2,1.5464,0.2,0.8,0.9636,1.5406,non-habitable
Kepler-779 b,0.9,0.1,0.9127,0.1,0.9,0.9218,0.9128,non-habitable
Kepler-780 b,0.9,0.1,0.8759,0.1,0.9,3.3487,0.9006,non-habitable
Kepler-783 b,0.1,0.9,0.8069,0.1,0.9,1.7599,0.8164,non-habitable
Kepler-784 b,0.9,0.1,1.5196,0.1,0.9,1.3092,1.5175,non-habitable
Kepler-786 b,0.9,0.1,2.3377,0.1,0.9,0.8744,2.3231,non-habitable
Kepler-787 b,0.9,0.1,1.2424,0.1,0.9,2.0937,1.2509,non-habitable
Kepler-789 b,0.9,0.1,2.0294,0.1,0.9,1.8293,2.0274,non-habitable
Kepler-790 b,0.9,0.1,2.0784,0.1,0.9,1.3488,2.0711,non-habitable
Kepler-792 b,0.9,0.1,1.8753,0.2,0.8,0.955,1.8661,non-habitable
Kepler-793 b,0.9,0.1,1.3249,0.1,0.9,2.0232,1.3319,non-habitable
Kepler-794 b,0.9,0.1,2.0193,0.1,0.9,1.8816,2.0179,non-habitable
Kepler-795 b,0.8,0.2,1.5464,0.1,0.9,1.1801,1.5427,non-habitable
Kepler-796 b,0.9,0.1,1.2612,0.1,0.9,1.8131,1.2667,non-habitable
Kepler-797 b,0.9,0.1,2.0784,0.1,0.9,1.2661,2.0703,non-habitable
Kepler-798 b,0.9,0.1,2.296,0.1,0.9,1.862,2.2917,non-habitable
Kepler-801 b,0.9,0.1,1.9041,0.1,0.9,1.1417,1.8965,non-habitable
Kepler-804 b,0.9,0.1,1.8566,0.1,0.9,1.5657,1.8537,non-habitable
Kepler-804 c,0.9,0.1,1.1146,0.1,0.9,1.6217,1.1197,non-habitable
Kepler-806 b,0.9,0.1,1.1146,0.1,0.9,1.7745,1.1212,non-habitable
Kepler-808 b,0.9,0.1,1.4086,0.1,0.9,2.6782,1.4213,non-habitable
Kepler-810 b,0.9,0.1,1.8465,0.1,0.9,2.1483,1.8495,non-habitable
Kepler-813 b,0.9,0.1,2.0481,0.1,0.9,1.3934,2.0416,non-habitable
Kepler-814 b,0.9,0.1,2.0294,0.1,0.9,2.2295,2.0314,non-habitable
Kepler-821 b,0.9,0.1,1.2699,0.1,0.9,2.1803,1.279,non-habitable
Kepler-822 b,0.9,0.1,1.6968,0.1,0.9,2.4222,1.7041,non-habitable
Kepler-823 b,0.9,0.1,1.5095,0.1,0.9,2.0337,1.5147,non-habitable
Kepler-824 b,0.8,0.2,1.7141,0.1,0.9,2.3455,1.7204,non-habitable
Kepler-825 b,0.9,0.1,1.4634,0.1,0.9,2.2897,1.4717,non-habitable
Kepler-825 c,0.9,0.1,1.7615,0.1,0.9,1.882,1.7627,non-habitable
Kepler-826 b,0.9,0.1,1.2149,0.2,0.8,1.1005,1.2138,non-habitable
Kepler-828 b,0.9,0.1,1.4547,0.1,0.9,3.0577,1.4707,non-habitable
Kepler-829 b,0.9,0.1,2.0193,0.1,0.9,1.8686,2.0178,non-habitable
Kepler-830 b,0.9,0.1,1.6305,0.1,0.9,1.721,1.6314,non-habitable
Kepler-831 b,0.9,0.1,1.2337,0.1,0.9,1.839,1.2398,non-habitable
Kepler-832 b,0.9,0.1,1.9718,0.1,0.9,1.7718,1.9698,non-habitable
Kepler-833 b,0.9,0.1,1.9329,0.1,0.9,0.9805,1.9234,non-habitable
Kepler-834 b,0.9,0.1,1.9329,0.1,0.9,1.1356,1.9249,non-habitable
Kepler-842 b,0.9,0.1,1.5383,0.1,0.9,2.3412,1.5463,non-habitable
Kepler-844 b,0.8,0.2,1.5464,0.1,0.9,1.5419,1.5464,non-habitable
Kepler-845 b,0.9,0.1,1.9516,0.1,0.9,2.6891,1.959,non-habitable
Kepler-846 b,0.9,0.1,2.3867,0.1,0.9,1.3762,2.3766,non-habitable
Kepler-847 b,0.9,0.1,1.151,0.1,0.9,1.9139,1.1586,non-habitable
Kepler-848 b,0.9,0.1,1.6305,0.1,0.9,1.9656,1.6339,non-habitable
Kepler-850 b,0.9,0.1,1.7054,0.1,0.9,1.9314,1.7077,non-habitable
Kepler-851 b,0.9,0.1,1.6118,0.1,0.9,1.5639,1.6113,non-habitable
Kepler-853 b,0.9,0.1,1.6219,0.1,0.9,2.3017,1.6287,non-habitable
Kepler-861 b,0.9,0.1,2.1764,0.1,0.9,1.8697,2.1733,non-habitable
Kepler-862 b,0.9,0.1,2.1173,0.1,0.9,2.1255,2.1174,non-habitable
Kepler-864 b,0.9,0.1,2.3061,0.1,0.9,2.0441,2.3035,non-habitable
Kepler-865 b,0.8,0.2,2.3097,0.1,0.9,1.5199,2.3018,non-habitable
Kepler-866 b,0.9,0.1,1.5571,0.1,0.9,1.8367,1.5599,non-habitable
Kepler-868 b,0.9,0.1,1.9617,0.1,0.9,1.9502,1.9616,non-habitable
Kepler-872 b,0.6,0.4,1.668,0.2,0.8,1.3772,1.6651,non-habitable
Kepler-876 b,0.9,0.1,1.3811,0.1,0.9,1.6061,1.3834,non-habitable
Kepler-877 b,0.9,0.1,2.0294,0.1,0.9,1.2512,2.0216,non-habitable
Kepler-878 b,0.7,0.3,1.6901,0.1,0.9,1.0654,1.6839,non-habitable
Kepler-881 b,0.9,0.1,1.7054,0.1,0.9,2.2287,1.7106,non-habitable
Kepler-882 b,0.9,0.1,1.1974,0.1,0.9,1.8806,1.2042,non-habitable
Kepler-883 b,0.9,0.1,1.7054,0.1,0.9,1.674,1.7051,non-habitable
Kepler-884 b,0.9,0.1,1.1974,0.1,0.9,1.7928,1.2034,non-habitable
Kepler-885 b,0.9,0.1,2.4082,0.1,0.9,1.7578,2.4017,non-habitable
Kepler-886 b,0.8,0.2,1.4089,0.1,0.9,2.0577,1.4154,non-habitable
Kepler-887 b,0.9,0.1,1.7615,0.1,0.9,1.5795,1.7597,non-habitable
Kepler-887 c,0.9,0.1,1.1058,0.1,0.9,1.9554,1.1143,non-habitable
Kepler-888 b,0.9,0.1,1.6867,0.1,0.9,0.9391,1.6792,non-habitable
Kepler-889 b,0.9,0.1,1.0681,0.1,0.9,2.2986,1.0804,non-habitable
Kepler-895 b,0.8,0.2,1.419,0.2,0.8,0.8374,1.4132,non-habitable
Kepler-897 b,0.9,0.1,2.296,0.1,0.9,1.9108,2.2921,non-habitable
Kepler-898 b,0.9,0.1,1.436,0.1,0.9,1.2537,1.4342,non-habitable
Kepler-900 b,0.9,0.1,1.9905,0.1,0.9,1.4772,1.9854,non-habitable
Kepler-901 b,0.9,0.1,1.3249,0.1,0.9,1.3889,1.3255,non-habitable
Kepler-903 b,0.9,0.1,1.9142,0.1,0.9,1.6453,1.9115,non-habitable
Kepler-904 b,0.9,0.1,1.6968,0.1,0.9,2.6849,1.7067,non-habitable
Kepler-905 b,0.9,0.1,1.3624,0.1,0.9,1.7605,1.3664,non-habitable
Kepler-906 b,0.9,0.1,2.0193,0.1,0.9,1.1931,2.011,non-habitable
Kepler-907 b,0.9,0.1,1.1698,0.1,0.9,1.6434,1.1745,non-habitable
Kepler-908 b,0.9,0.1,1.1873,0.1,0.9,3.021,1.2056,non-habitable
Kepler-909 b,0.9,0.1,1.4172,0.1,0.9,1.6627,1.4197,non-habitable
Kepler-910 b,0.6,0.4,0.82,0.1,0.9,2.8186,0.84,non-habitable
Kepler-913 b,0.8,0.2,1.8874,0.2,0.8,0.7058,1.8756,non-habitable
Kepler-914 b,0.9,0.1,1.3349,0.1,0.9,2.1645,1.3432,non-habitable
Kepler-915 b,0.9,0.1,1.4447,0.1,0.9,2.4129,1.4544,non-habitable
Kepler-916 b,0.9,0.1,1.6867,0.1,0.9,1.0345,1.6802,non-habitable
Kepler-917 b,0.9,0.1,1.8192,0.1,0.9,2.0749,1.8218,non-habitable
Kepler-918 b,0.9,0.1,1.668,0.1,0.9,2.2129,1.6734,non-habitable
Kepler-919 b,0.9,0.1,2.1562,0.1,0.9,1.8853,2.1535,non-habitable
Kepler-920 b,0.9,0.1,2.3262,0.1,0.9,1.7825,2.3208,non-habitable
Kepler-922 b,0.8,0.2,1.3238,0.1,0.9,3.0811,1.3414,non-habitable
Kepler-923 b,0.8,0.2,1.2913,0.1,0.9,2.0048,1.2984,non-habitable
Kepler-925 b,0.9,0.1,2.2456,0.2,0.8,0.5727,2.2289,non-habitable
Kepler-926 b,0.9,0.1,2.2153,0.3,0.7,0.3889,2.197,non-habitable
Kepler-927 b,0.8,0.2,1.574,0.1,0.9,1.6901,1.5752,non-habitable
Kepler-928 b,0.9,0.1,1.5283,0.1,0.9,1.6109,1.5291,non-habitable
Kepler-929 b,0.9,0.1,1.087,0.1,0.9,3.1925,1.1081,non-habitable
Kepler-930 b,0.9,0.1,2.0395,0.1,0.9,1.1953,2.0311,non-habitable
Kepler-931 b,0.9,0.1,1.2887,0.1,0.9,1.4603,1.2904,non-habitable
Kepler-932 b,0.9,0.1,1.3249,0.2,0.8,1.1466,1.3231,non-habitable
Kepler-933 b,0.9,0.1,2.3579,0.1,0.9,1.4216,2.3485,non-habitable
Kepler-934 b,0.9,0.1,1.9905,0.1,0.9,0.8727,1.9793,non-habitable
Kepler-935 b,0.9,0.1,1.2974,0.1,0.9,1.5255,1.2997,non-habitable
Kepler-936 b,0.9,0.1,1.3898,0.1,0.9,1.4646,1.3905,non-habitable
Kepler-938 b,0.9,0.1,2.1274,0.2,0.8,0.6024,2.1122,non-habitable
Kepler-939 b,0.9,0.1,1.6766,0.1,0.9,1.3485,1.6733,non-habitable
Kepler-942 b,0.9,0.1,2.0395,0.1,0.9,0.8977,2.0281,non-habitable
Kepler-946 b,0.9,0.1,1.8465,0.1,0.9,1.552,1.8436,non-habitable
Kepler-947 b,0.9,0.1,2.1764,0.1,0.9,1.2127,2.1668,non-habitable
Kepler-948 b,0.9,0.1,1.7716,0.1,0.9,1.7416,1.7713,non-habitable
Kepler-953 c,0.9,0.1,1.1598,0.1,0.9,1.5327,1.1635,non-habitable
Kepler-954 b,0.9,0.1,2.2254,0.1,0.9,1.2249,2.2154,non-habitable
Kepler-958 b,0.9,0.1,1.9718,0.1,0.9,1.5498,1.9676,non-habitable
Kepler-960 b,0.9,0.1,2.1865,0.1,0.9,1.8534,2.1832,non-habitable
Kepler-962 b,0.9,0.1,1.8854,0.1,0.9,1.4576,1.8811,non-habitable
Kepler-964 b,0.9,0.1,2.0294,0.1,0.9,1.4044,2.0232,non-habitable
Kepler-967 b,0.9,0.1,2.2571,0.1,0.9,1.3778,2.2483,non-habitable
Kepler-968 b,0.9,0.1,1.9041,0.1,0.9,1.6592,1.9017,non-habitable
Kepler-968 c,0.9,0.1,1.6219,0.3,0.7,0.4265,1.6099,non-habitable
Kepler-969 b,0.9,0.1,1.9819,0.1,0.9,1.0374,1.9725,non-habitable
Kepler-969 c,0.9,0.1,0.9762,0.1,0.9,2.1871,0.9883,non-habitable
Kepler-971 b,0.9,0.1,2.0395,0.1,0.9,1.5695,2.0348,non-habitable
Kepler-973 b,0.9,0.1,1.8753,0.1,0.9,0.9172,1.8657,non-habitable
Kepler-974 b,0.9,0.1,1.5095,0.1,0.9,1.168,1.5061,non-habitable
Kepler-975 b,0.9,0.1,1.4259,0.1,0.9,2.0488,1.4321,non-habitable
Kepler-981 b,0.9,0.1,2.2153,0.1,0.9,2.1468,2.2146,non-habitable
Kepler-982 b,0.9,0.1,2.1562,0.1,0.9,1.7548,2.1522,non-habitable
Kepler-983 b,0.9,0.1,2.2672,0.2,0.8,0.6671,2.2512,non-habitable
Kepler-984 b,0.9,0.1,2.0294,0.2,0.8,0.6353,2.0155,non-habitable
Kepler-986 b,0.9,0.1,2.2672,0.1,0.9,1.0605,2.2551,non-habitable
Kepler-988 b,0.9,0.1,1.9819,0.1,0.9,0.8976,1.9711,non-habitable
Kepler-989 b,0.9,0.1,2.1173,0.2,0.8,0.8668,2.1048,non-habitable
Kepler-990 c,0.9,0.1,1.4634,0.1,0.9,4.0241,1.489,non-habitable
Kepler-992 b,0.9,0.1,1.5571,0.1,0.9,1.0747,1.5523,non-habitable
Kepler-994 b,0.9,0.1,1.5383,0.1,0.9,1.8279,1.5412,non-habitable
Kepler-996 b,0.9,0.1,1.8955,0.1,0.9,2.4332,1.9009,non-habitable
Kepler-997 b,0.9,0.1,1.3162,0.2,0.8,1.4259,1.3173,non-habitable
Kepler-998 b,0.9,0.1,2.2254,0.1,0.9,2.2634,2.2258,non-habitable
Kepler-999 b,0.9,0.1,2.2456,0.1,0.9,2.5907,2.2491,non-habitable
Kepler-1002 b,0.9,0.1,1.6406,0.1,0.9,2.6318,1.6505,non-habitable
Kepler-1003 b,0.9,0.1,1.7054,0.1,0.9,2.4888,1.7132,non-habitable
Kepler-1005 b,0.9,0.1,1.4447,0.1,0.9,1.8893,1.4491,non-habitable
Kepler-1006 b,0.9,0.1,1.4735,0.1,0.9,1.1442,1.4702,non-habitable
Kepler-1007 b,0.9,0.1,1.3811,0.1,0.9,1.4354,1.3816,non-habitable
Kepler-1008 b,0.9,0.1,1.2424,0.1,0.9,1.2363,1.2423,non-habitable
Kepler-1009 b,0.9,0.1,2.0784,0.1,0.9,1.0485,2.0681,non-habitable
Kepler-1010 b,0.9,0.1,2.2254,0.1,0.9,1.0769,2.2139,non-habitable
Kepler-1012 b,0.9,0.1,1.2524,0.1,0.9,1.7667,1.2575,non-habitable
Kepler-1013 b,0.9,0.1,2.0582,0.1,0.9,1.1622,2.0492,non-habitable
Kepler-1014 b,0.9,0.1,2.296,0.2,0.8,0.7925,2.281,non-habitable
Kepler-1016 b,0.9,0.1,2.0784,0.1,0.9,2.7838,2.0855,non-habitable
Kepler-1017 b,0.8,0.2,1.8219,0.1,0.9,1.6952,1.8206,non-habitable
Kepler-1019 b,0.9,0.1,1.4086,0.1,0.9,2.0044,1.4146,non-habitable
Kepler-1020 b,0.9,0.1,2.1764,0.1,0.9,0.7998,2.1626,non-habitable
Kepler-1021 b,0.9,0.1,2.2355,0.1,0.9,1.4555,2.2277,non-habitable
Kepler-1022 b,0.9,0.1,2.2672,0.1,0.9,1.2236,2.2568,non-habitable
Kepler-1025 b,0.7,0.3,1.7371,0.1,0.9,1.2743,1.7325,non-habitable
Kepler-1026 b,0.9,0.1,2.1173,0.1,0.9,0.9733,2.1059,non-habitable
Kepler-1027 b,0.9,0.1,0.8759,0.1,0.9,2.1603,0.8887,non-habitable
Kepler-1028 b,0.9,0.1,1.2887,0.1,0.9,2.1895,1.2977,non-habitable
Kepler-1029 b,0.9,0.1,1.2149,0.1,0.9,1.6356,1.2191,non-habitable
Kepler-1030 b,0.9,0.1,2.3867,0.1,0.9,1.1975,2.3748,non-habitable
Kepler-1031 b,0.9,0.1,0.867,0.2,0.8,1.3809,0.8721,non-habitable
Kepler-1032 b,0.9,0.1,1.7903,0.3,0.7,0.5084,1.7775,non-habitable
Kepler-1034 b,0.9,0.1,2.1663,0.1,0.9,1.4078,2.1587,non-habitable
Kepler-1035 b,0.9,0.1,1.1334,0.1,0.9,2.2608,1.1447,non-habitable
Kepler-1037 b,0.8,0.2,1.2059,0.1,0.9,2.5258,1.2191,non-habitable
Kepler-1039 b,0.9,0.1,1.4086,0.1,0.9,2.5166,1.4197,non-habitable
Kepler-1040 b,0.9,0.1,1.9905,0.1,0.9,0.7332,1.9779,non-habitable
Kepler-1042 b,0.9,0.1,2.0885,0.1,0.9,1.3378,2.081,non-habitable
Kepler-1046 b,0.9,0.1,1.6406,0.1,0.9,1.5431,1.6396,non-habitable
Kepler-1047 b,0.9,0.1,1.9905,0.1,0.9,1.0966,1.9816,non-habitable
Kepler-1047 c,0.9,0.1,0.9762,0.1,0.9,2.2241,0.9887,non-habitable
Kepler-1048 b,0.9,0.1,1.547,0.1,0.9,1.357,1.5451,non-habitable
Kepler-1049 b,0.9,0.1,0.9406,0.1,0.9,1.2054,0.9432,non-habitable
Kepler-1050 b,0.9,0.1,1.5383,0.1,0.9,1.5629,1.5385,non-habitable
Kepler-1050 c,0.8,0.2,1.3738,0.1,0.9,1.4111,1.3742,non-habitable
Kepler-1053 b,0.9,0.1,0.9584,0.1,0.9,1.6626,0.9654,non-habitable
Kepler-1055 b,0.9,0.1,1.1974,0.1,0.9,2.3454,1.2089,non-habitable
Kepler-1059 b,0.9,0.1,1.6492,0.1,0.9,1.7279,1.65,non-habitable
Kepler-1060 b,0.9,0.1,2.2773,0.1,0.9,1.1415,2.2659,non-habitable
Kepler-1061 b,0.9,0.1,1.8955,0.1,0.9,2.6117,1.9027,non-habitable
Kepler-1062 b,0.9,0.1,1.6867,0.1,0.9,1.2536,1.6824,non-habitable
Kepler-1063 b,0.9,0.1,1.436,0.1,0.9,1.5769,1.4374,non-habitable
Kepler-1064 b,0.9,0.1,1.4908,0.1,0.9,1.1893,1.4878,non-habitable
Kepler-1065 c,0.9,0.1,1.5383,0.1,0.9,2.3801,1.5467,non-habitable
Kepler-1066 b,0.9,0.1,2.2672,0.1,0.9,2.7908,2.2724,non-habitable
Kepler-1067 b,0.1,0.9,0.818,0.1,0.9,3.0096,0.8399,non-habitable
Kepler-1069 b,0.9,0.1,1.5383,0.1,0.9,1.2622,1.5355,non-habitable
Kepler-1070 b,0.9,0.1,1.6492,0.1,0.9,2.2389,1.6551,non-habitable
Kepler-1071 b,0.9,0.1,2.2773,0.1,0.9,1.7232,2.2718,non-habitable
Kepler-1072 b,0.9,0.1,1.5196,0.2,0.8,1.617,1.5206,non-habitable
Kepler-1073 b,0.9,0.1,2.2052,0.1,0.9,1.8198,2.2013,non-habitable
Kepler-1073 c,0.9,0.1,1.5744,0.1,0.9,2.1453,1.5801,non-habitable
Kepler-1074 b,0.9,0.1,1.2149,0.1,0.9,1.136,1.2141,non-habitable
Kepler-1075 b,0.9,0.1,1.3711,0.1,0.9,1.666,1.374,non-habitable
Kepler-1076 b,0.1,0.9,0.818,0.1,0.9,1.3447,0.8233,non-habitable
Kepler-1078 b,0.9,0.1,1.8192,0.1,0.9,2.2623,1.8236,non-habitable
Kepler-1079 b,0.9,0.1,1.5571,0.1,0.9,1.7083,1.5586,non-habitable
Kepler-1081 b,0.9,0.1,0.995,0.1,0.9,1.7896,1.0029,non-habitable
Kepler-1082 b,0.9,0.1,1.0958,0.1,0.9,2.8981,1.1138,non-habitable
Kepler-1084 b,0.9,0.1,1.087,0.1,0.9,2.8457,1.1046,non-habitable
Kepler-1086 b,0.9,0.1,2.3478,0.1,0.9,1.0352,2.3347,non-habitable
Kepler-1087 b,0.1,0.9,0.7598,0.1,0.9,3.0035,0.7822,non-habitable
Kepler-1088 b,0.9,0.1,1.3711,0.1,0.9,1.3356,1.3707,non-habitable
Kepler-1089 b,0.9,0.1,1.7529,0.1,0.9,1.1391,1.7468,non-habitable
Kepler-1090 b,0.9,0.1,2.1562,0.1,0.9,0.6797,2.1414,mesoplanet
Kepler-1091 b,0.9,0.1,1.4086,0.1,0.9,2.909,1.4236,non-habitable
Kepler-1092 b,0.9,0.1,1.9819,0.1,0.9,1.0584,1.9727,non-habitable
Kepler-1093 b,0.9,0.1,1.8667,0.1,0.9,1.4647,1.8627,non-habitable
Kepler-1093 c,0.9,0.1,1.8753,0.1,0.9,1.0283,1.8668,non-habitable
Kepler-1095 b,0.9,0.1,1.1786,0.1,0.9,1.9277,1.1861,non-habitable
Kepler-1096 b,0.9,0.1,1.2061,0.1,0.9,1.5268,1.2093,non-habitable
Kepler-1098 b,0.9,0.1,1.2612,0.1,0.9,2.3671,1.2723,non-habitable
Kepler-1100 b,0.9,0.1,1.6766,0.1,0.9,2.2324,1.6822,non-habitable
Kepler-1101 b,0.8,0.2,2.2793,0.1,0.9,0.9408,2.2659,non-habitable
Kepler-1103 b,0.9,0.1,2.1764,0.1,0.9,1.5701,2.1703,non-habitable
Kepler-1104 b,0.9,0.1,1.1974,0.1,0.9,2.3619,1.209,non-habitable
Kepler-1105 b,0.8,0.2,1.8321,0.1,0.9,1.4865,1.8286,non-habitable
Kepler-1106 b,0.9,0.1,1.5844,0.1,0.9,3.3332,1.6019,non-habitable
Kepler-1107 b,0.8,0.2,1.2561,0.1,0.9,3.185,1.2754,non-habitable
Kepler-1108 b,0.7,0.3,1.3111,0.1,0.9,1.8159,1.3161,non-habitable
Kepler-1109 b,0.9,0.1,2.0885,0.1,0.9,1.2326,2.0799,non-habitable
Kepler-1111 b,0.9,0.1,1.9041,0.1,0.9,1.9297,1.9044,non-habitable
Kepler-1114 b,0.9,0.1,1.2974,0.1,0.9,1.2628,1.2971,non-habitable
Kepler-1115 b,0.9,0.1,1.6305,0.1,0.9,2.1353,1.6355,non-habitable
Kepler-1117 b,0.9,0.1,1.087,0.1,0.9,1.8354,1.0945,non-habitable
Kepler-1119 b,0.9,0.1,1.8379,0.1,0.9,1.9609,1.8391,non-habitable
Kepler-1120 b,0.9,0.1,1.3349,0.1,0.9,1.8033,1.3396,non-habitable
Kepler-1121 b,0.9,0.1,1.8192,0.1,0.9,1.9589,1.8206,non-habitable
Kepler-1122 b,0.9,0.1,1.9516,0.1,0.9,1.0621,1.9427,non-habitable
Kepler-1123 b,0.9,0.1,1.6032,0.1,0.9,1.944,1.6066,non-habitable
Kepler-1124 b,0.8,0.2,1.2059,0.1,0.9,1.1262,1.2051,non-habitable
Kepler-1125 b,0.9,0.1,1.7615,0.1,0.9,1.3804,1.7577,non-habitable
Kepler-1126 b,0.9,0.1,1.6492,0.1,0.9,0.8413,1.6411,non-habitable
Kepler-1127 b,0.9,0.1,1.8753,0.1,0.9,1.9831,1.8764,non-habitable
Kepler-1130 b,0.2,0.8,0.816,0.1,0.9,1.5555,0.8234,non-habitable
Kepler-1131 b,0.9,0.1,1.5283,0.1,0.9,2.2679,1.5357,non-habitable
Kepler-1132 b,0.9,0.1,2.2571,0.1,0.9,0.9266,2.2438,non-habitable
Kepler-1133 b,0.9,0.1,1.8854,0.1,0.9,1.525,1.8818,non-habitable
Kepler-1135 b,0.8,0.2,1.6966,0.1,0.9,0.9147,1.6888,non-habitable
Kepler-1136 b,0.9,0.1,1.5744,0.1,0.9,1.7887,1.5765,non-habitable
Kepler-1137 b,0.9,0.1,2.1072,0.1,0.9,1.9012,2.1051,non-habitable
Kepler-1138 b,0.9,0.1,1.6305,0.1,0.9,2.1755,1.636,non-habitable
Kepler-1139 b,0.9,0.1,1.1598,0.1,0.9,3.0555,1.1788,non-habitable
Kepler-1141 b,0.5,0.5,0.82,0.1,0.9,2.3575,0.8354,non-habitable
Kepler-1142 b,0.8,0.2,1.3664,0.1,0.9,1.3276,1.366,non-habitable
Kepler-1143 b,0.9,0.1,1.6032,0.1,0.9,1.9371,1.6065,non-habitable
Kepler-1144 b,0.9,0.1,1.9041,0.1,0.9,1.4336,1.8994,non-habitable
Kepler-1145 b,0.9,0.1,1.3523,0.1,0.9,1.7125,1.3559,non-habitable
Kepler-1146 b,0.8,0.2,1.1656,0.1,0.9,1.7936,1.1719,non-habitable
Kepler-1148 b,0.9,0.1,1.6219,0.1,0.9,2.5651,1.6313,non-habitable
Kepler-1149 b,0.9,0.1,1.3811,0.1,0.9,2.1684,1.389,non-habitable
Kepler-1150 b,0.9,0.1,1.0039,0.1,0.9,1.6983,1.0108,non-habitable
Kepler-1151 b,0.9,0.1,2.1274,0.1,0.9,0.9355,2.1155,non-habitable
Kepler-1152 b,0.9,0.1,0.867,0.1,0.9,1.5198,0.8735,non-habitable
Kepler-1153 b,0.9,0.1,1.6492,0.1,0.9,2.5105,1.6578,non-habitable
Kepler-1154 b,0.9,0.1,2.2456,0.1,0.9,2.5792,2.2489,non-habitable
Kepler-1154 c,0.9,0.1,2.2672,0.1,0.9,2.2439,2.267,non-habitable
Kepler-1155 b,0.9,0.1,1.943,0.3,0.7,0.4038,1.9276,non-habitable
Kepler-1156 b,0.9,0.1,1.28,0.1,0.9,1.5191,1.2824,non-habitable
Kepler-1157 b,0.9,0.1,1.0681,0.1,0.9,1.4674,1.0721,non-habitable
Kepler-1158 b,0.9,0.1,2.2456,0.1,0.9,2.1632,2.2448,non-habitable
Kepler-1159 b,0.9,0.1,2.2672,0.1,0.9,1.6042,2.2606,non-habitable
Kepler-1160 b,0.8,0.2,1.9602,0.1,0.9,1.7008,1.9576,non-habitable
Kepler-1161 b,0.7,0.3,1.8699,0.1,0.9,1.1096,1.8623,non-habitable
Kepler-1162 b,0.9,0.1,2.1173,0.1,0.9,1.1096,2.1072,non-habitable
Kepler-1163 b,0.9,0.1,1.0139,0.1,0.9,2.1247,1.025,non-habitable
Kepler-1164 b,0.9,0.1,1.0958,0.1,0.9,1.7132,1.102,non-habitable
Kepler-1165 b,0.9,0.1,1.4908,0.1,0.9,1.8292,1.4942,non-habitable
