Name,A,B,CDHSi,G,D,CDHSs,CDHS,Cls
Kepler-1581 b,0.1,0.1,0.9587,0.1,0.8,1.6614,0.9657,non-habitable
Kepler-1582 b,0.7,0.2,1.3298,0.1,0.7,0.8011,1.3245,non-habitable
Kepler-1583 b,0.1,0.1,0.9269,0.1,0.8,1.2544,0.9302,non-habitable
Kepler-1584 b,0.8,0.1,1.475,0.1,0.8,1.4656,1.4749,non-habitable
Kepler-1585 b,0.8,0.1,1.6185,0.1,0.8,1.8264,1.6206,non-habitable
Kepler-1586 b,0.8,0.1,1.4034,0.1,0.8,1.7183,1.4065,non-habitable
Kepler-1587 b,0.8,0.1,1.2524,0.1,0.8,1.5831,1.2557,non-habitable
Kepler-1588 b,0.1,0.1,0.9526,0.1,0.8,1.4225,0.9573,non-habitable
Kepler-1589 b,0.8,0.1,1.059,0.1,0.8,2.8474,1.0769,non-habitable
Kepler-1590 b,0.7,0.1,1.0858,0.1,0.8,1.6252,1.0912,non-habitable
Kepler-1591 b,0.8,0.1,1.2045,0.1,0.8,1.6249,1.2087,non-habitable
Kepler-1592 b,0.8,0.1,1.4121,0.1,0.8,2.2529,1.4205,non-habitable
Kepler-1594 b,0.8,0.1,1.0356,0.1,0.8,2.0298,1.0455,non-habitable
Kepler-1595 b,0.8,0.1,1.1728,0.1,0.8,1.4963,1.176,non-habitable
Kepler-1596 b,0.7,0.1,1.6,0.1,0.7,0.8667,1.5927,non-habitable
Kepler-1597 b,0.8,0.1,1.0356,0.1,0.8,2.2674,1.0479,non-habitable
Kepler-1598 b,0.1,0.1,0.98,0.1,0.8,1.7753,0.988,non-habitable
Kepler-1599 b,0.8,0.1,1.4837,0.1,0.8,0.7872,1.4767,non-habitable
Kepler-1601 b,0.1,0.1,0.9611,0.1,0.8,2.0507,0.972,non-habitable
Kepler-1602 b,0.8,0.1,1.26,0.1,0.8,1.6301,1.2637,non-habitable
Kepler-1603 b,0.8,0.1,1.221,0.1,0.8,2.4,1.2328,non-habitable
Kepler-1604 b,0.7,0.2,1.2719,0.1,0.8,2.3696,1.2829,non-habitable
Kepler-1605 b,0.8,0.1,1.0512,0.1,0.8,0.7159,1.0478,non-habitable
Kepler-1606 b,0.8,0.1,1.8428,0.1,0.8,0.6793,1.8312,thermoplanet
Kepler-1607 b,0.1,0.1,0.9757,0.1,0.8,1.3891,0.9798,non-habitable
Kepler-1608 b,0.8,0.1,1.5622,0.1,0.8,1.0746,1.5573,non-habitable
Kepler-1609 b,0.7,0.2,1.8824,0.1,0.8,0.9486,1.8731,non-habitable
Kepler-1610 b,0.8,0.1,1.475,0.1,0.8,1.3841,1.4741,non-habitable
Kepler-1611 b,0.1,0.1,0.9599,0.1,0.8,1.518,0.9655,non-habitable
Kepler-1612 b,0.8,0.1,1.0109,0.1,0.8,1.6929,1.0177,non-habitable
Kepler-1613 b,0.8,0.1,1.85,0.1,0.8,2.6453,1.858,non-habitable
Kepler-1614 b,0.8,0.1,1.3799,0.1,0.8,1.5568,1.3817,non-habitable
Kepler-1615 b,0.8,0.1,1.8343,0.1,0.8,1.0625,1.8266,non-habitable
Kepler-1616 b,0.8,0.1,1.0019,0.1,0.8,1.7739,1.0096,non-habitable
Kepler-1617 b,0.8,0.1,1.1487,0.1,0.8,1.2123,1.1493,non-habitable
Kepler-1618 b,0.8,0.1,1.1881,0.1,0.8,2.0766,1.197,non-habitable
Kepler-1619 b,0.1,0.1,0.9526,0.1,0.8,1.0751,0.9538,non-habitable
Kepler-1620 b,0.8,0.1,1.475,0.1,0.8,0.9159,1.4694,non-habitable
Kepler-1621 b,0.7,0.2,1.8338,0.1,0.8,0.9913,1.8254,non-habitable
Kepler-1622 b,0.8,0.1,1.3637,0.1,0.8,1.7413,1.3675,non-habitable
Kepler-1623 b,0.8,0.1,1.2361,0.1,0.8,1.7637,1.2414,non-habitable
Kepler-1626 b,0.8,0.1,1.8017,0.1,0.8,2.6095,1.8098,non-habitable
Kepler-1629 b,0.1,0.1,0.9539,0.1,0.8,1.7061,0.9614,non-habitable
Kepler-1630 b,0.8,0.1,1.9319,0.1,0.1,0.604,1.9186,non-habitable
Kepler-1631 b,0.7,0.1,1.2236,0.1,0.8,1.748,1.2288,non-habitable
Kepler-1632 b,0.8,0.1,2.1641,0.1,0.8,0.8142,2.1506,non-habitable
Kepler-1633 b,0.8,0.1,1.4517,0.1,0.8,0.814,1.4453,non-habitable
Kepler-1637 b,0.1,0.1,0.9702,0.1,0.8,1.5472,0.976,non-habitable
Kepler-1638 b,0.8,0.1,1.6817,0.1,0.8,0.6641,1.6715,mesoplanet
Kepler-1643 b,0.8,0.1,2.029,0.1,0.8,1.6947,2.0257,non-habitable
Kepler-1644 b,0.8,0.1,1.6903,0.1,0.8,1.1525,1.6849,non-habitable
Kepler-1645 b,0.8,0.1,1.6098,0.1,0.8,1.3334,1.607,non-habitable
Kepler-1646 b,0.8,0.1,1.1728,0.1,0.8,0.8166,1.1692,non-habitable
KIC-5522786 b,0.8,0.1,1.1728,0.1,0.7,0.6501,1.1676,thermoplanet
KOI-1843 b,0.1,0.6,1.2602,0.1,0.8,2.1364,1.269,non-habitable
KOI-2700 b,0.8,0.1,1.0139,0.1,0.8,1.7722,1.0215,non-habitable
KOI-4427 b,0.8,0.1,1.6573,0.1,0.1,0.5932,1.6467,hypopsychroplanet
Lalande 21185 b,0.8,0.1,1.4195,0.1,0.8,0.836,1.4137,non-habitable
LHS 1140 b,0.1,0.8,1.9899,0.1,0.1,0.6032,1.976,psychroplanet
MOA-2007-BLG-192-L b,0.8,0.1,1.3563,0.1,0.1,0.5203,1.3479,non-habitable
MOA-2010-BLG-328L b,0.8,0.1,1.7375,0.1,0.1,0.5499,1.7256,non-habitable
OGLE-2005-390L b,0.8,0.1,1.539,0.1,0.1,0.5372,1.529,non-habitable
OGLE-2013-BLG-0341L b,0.7,0.1,1.1345,0.1,0.1,0.5165,1.1283,non-habitable
OGLE-BLG-1195L b,0.8,0.1,1.1155,0.1,0.1,0.4999,1.1093,non-habitable
Proxima Cen b,0.8,0.1,1.0834,0.1,0.1,0.5666,1.0782,psychroplanet
PSR 1257 12 b,0.1,0.1,0.8607,0.1,0.8,1.2381,0.8645,non-habitable
PSR 1257 12 c,0.7,0.2,1.3874,0.1,0.8,1.1866,1.3854,non-habitable
PSR 1257 12 d,0.8,0.1,1.4195,0.1,0.8,1.0792,1.4161,non-habitable
PSR 1719-14 b,0.8,0.1,3.7664,0.1,0.8,4.7224,3.776,non-habitable
tau Cet b,0.8,0.1,1.2121,0.1,0.8,1.1586,1.2116,non-habitable
tau Cet c,0.8,0.1,1.3475,0.1,0.7,0.8844,1.3429,non-habitable
tau Cet d,0.8,0.1,1.3873,0.1,0.8,0.7432,1.3809,non-habitable
tau Cet e,0.8,0.1,1.459,0.1,0.8,0.6535,1.4509,mesoplanet
tau Cet f,0.8,0.1,1.6185,0.1,0.1,0.591,1.6082,non-habitable
TRAPPIST-1 b,0.8,0.1,1.0293,0.1,0.8,0.7246,1.0263,non-habitable
TRAPPIST-1 c,0.1,0.8,1.1405,0.1,0.8,0.669,1.1358,non-habitable
TRAPPIST-1 d,0.1,0.1,0.964,0.1,0.8,0.5566,0.9599,mesoplanet
TRAPPIST-1 e,0.1,0.1,0.9722,0.1,0.1,0.5515,0.968,psychroplanet
TRAPPIST-1 f,0.8,0.1,0.9788,0.1,0.1,0.5427,0.9744,psychroplanet
TRAPPIST-1 g,0.8,0.1,1.0959,0.1,0.1,0.5563,1.0905,hypopsychroplanet
TRAPPIST-1 h,0.1,0.1,0.9514,0.1,0.1,0.5216,0.9471,non-habitable
WASP-47 e,0.8,0.1,1.7076,0.1,0.8,2.8912,1.7194,non-habitable
Wolf 1061 b,0.8,0.1,1.1001,0.1,0.8,0.8502,1.0976,non-habitable
Wolf 1061 c,0.8,0.1,1.459,0.1,0.8,0.6563,1.451,non-habitable
Wolf 1061 d,0.8,0.1,1.5303,0.1,0.1,0.5855,1.5209,psychroplanet
