Name,Cls,r,d,t,v,e,Rho,Eta,CEESA,Iter
Kepler-904 b,non-habitable,0.1939,0.3841,0.3598,0.0392,0.023,0.808,1,2.6189,98
Kepler-905 b,non-habitable,0.146,0.4025,0.2475,0.1325,0.0714,0.5044,1,1.4156,94
Kepler-906 b,non-habitable,0.4105,0.0696,0.3326,0.1721,0.0152,0.5193,1,2.0346,85
Kepler-907 b,non-habitable,0.2547,0.1247,0.3058,0.2732,0.0417,0.8873,1,1.6815,82
Kepler-908 b,non-habitable,0.3416,0.1191,0.3547,0.0993,0.0853,0.8366,1,2.6809,89
Kepler-909 b,non-habitable,0.1484,0.0299,0.3697,0.422,0.0299,0.4528,1,1.888,96
Kepler-910 b,non-habitable,0.1977,0.0719,0.3433,0.0705,0.3166,0.8518,1,2.1138,92
Kepler-913 b,non-habitable,0.3008,0.0919,0.3375,0.1714,0.0983,0.9113,1,1.8528,72
Kepler-914 b,non-habitable,0.2895,0.1001,0.3402,0.27,0.0002,0.3098,1,2.0593,92
Kepler-915 b,non-habitable,0.2344,0.096,0.2678,0.3763,0.0255,0.8955,1,2.2529,83
Kepler-916 b,non-habitable,0.2434,0.0367,0.3784,0.337,0.0045,0.9303,1,1.7934,90
Kepler-917 b,non-habitable,0.2795,0.1339,0.2134,0.3557,0.0175,0.8248,1,2.241,92
Kepler-918 b,non-habitable,0.1975,0.0492,0.3527,0.2635,0.1371,0.945,1,2.3479,85
Kepler-919 b,non-habitable,0.1312,0.0402,0.4325,0.3683,0.0278,0.3145,1,2.6272,94
Kepler-920 b,non-habitable,0.0151,0.1142,0.0312,0.8299,0.0097,0.3233,1,2.7944,95
Kepler-922 b,non-habitable,0.0654,0.0362,0.3384,0.2334,0.3266,0.922,1,2.4632,81
Kepler-923 b,non-habitable,0.1655,0.1274,0.5332,0.1605,0.0135,0.221,1,2.2651,94
Kepler-925 b,non-habitable,0.4013,0.0808,0.1695,0.3425,0.0059,0.8952,1,2.3226,80
Kepler-926 b,non-habitable,0.2059,0.1684,0.1436,0.4524,0.0296,0.4523,1,2.1768,91
Kepler-927 b,non-habitable,0.226,0.2731,0.2601,0.1932,0.0476,0.9547,1,1.8539,91
Kepler-928 b,non-habitable,0.3216,0.1818,0.3595,0.1237,0.0133,0.834,1,1.9643,85
Kepler-929 b,non-habitable,0.1821,0.0144,0.4561,0.003,0.3445,0.9423,1,3.1914,93
Kepler-930 b,non-habitable,0.1751,0.1423,0.3055,0.3414,0.0357,0.5249,1,1.9723,77
Kepler-931 b,non-habitable,0.3958,0.0304,0.377,0.1665,0.0304,0.3584,1,1.6446,89
Kepler-932 b,non-habitable,0.0907,0.0871,0.3578,0.3594,0.105,0.7179,1,2.1018,87
Kepler-933 b,non-habitable,0.4844,0.1114,0.0132,0.3708,0.0202,0.7377,1,2.5499,78
Kepler-934 b,non-habitable,0.0691,0.1019,0.3037,0.4705,0.0547,0.8488,1,1.8317,82
Kepler-935 b,non-habitable,0.0673,0.1135,0.3669,0.4345,0.0177,0.8456,1,1.8135,88
Kepler-936 b,non-habitable,0.0443,0.3657,0.3402,0.1989,0.0509,0.3407,1,1.4061,87
Kepler-938 b,non-habitable,0.327,0.1302,0.2714,0.2649,0.0065,0.8619,1,2.0778,85
Kepler-939 b,non-habitable,0.3371,0.1836,0.2427,0.2298,0.0068,0.3207,1,1.7601,97
Kepler-942 b,non-habitable,0.3131,0.1832,0.164,0.3104,0.0292,0.8344,1,1.9226,83
Kepler-946 b,non-habitable,0.3141,0.0073,0.2705,0.332,0.0761,0.8131,1,2.046,87
Kepler-947 b,non-habitable,0.0063,0.1188,0.394,0.4371,0.0438,0.6789,1,2.1632,86
Kepler-948 b,non-habitable,0.3865,0.0782,0.4296,0.089,0.0168,0.2104,1,2.1391,92
Kepler-953 c,non-habitable,0.3566,0.072,0.43,0.1154,0.026,0.5491,1,1.7672,84
Kepler-954 b,non-habitable,0.1483,0.0358,0.0157,0.6361,0.1642,0.7664,1,2.1326,94
Kepler-958 b,non-habitable,0.1187,0.0537,0.2775,0.5123,0.0378,0.7002,1,2.2544,90
Kepler-960 b,non-habitable,0.0086,0.3034,0.1704,0.4902,0.0273,0.8521,1,2.3869,90
Kepler-962 b,non-habitable,0.1417,0.2403,0.3169,0.2942,0.0069,0.1756,1,1.9429,97
Kepler-964 b,non-habitable,0.2252,0.3171,0.2789,0.1415,0.0373,0.5882,1,1.8776,87
Kepler-967 b,non-habitable,0.0143,0.1661,0.2698,0.5331,0.0167,0.7242,1,2.4718,88
Kepler-968 b,non-habitable,0.1569,0.2553,0.3644,0.218,0.0054,0.2061,1,2.0945,88
Kepler-968 c,non-habitable,0.4816,0.0316,0.3493,0.1339,0.0036,0.3992,1,1.9599,94
Kepler-969 b,non-habitable,0.3801,0.1096,0.2042,0.2756,0.0304,0.6988,1,1.921,82
Kepler-969 c,non-habitable,0.1239,0.412,0.2632,0.14,0.0609,0.9824,1,1.7829,89
Kepler-971 b,non-habitable,0.1451,0.176,0.3092,0.351,0.0188,0.6648,1,2.2525,98
Kepler-973 b,non-habitable,0.2822,0.1193,0.4463,0.1493,0.0029,0.4112,1,1.7071,95
Kepler-974 b,non-habitable,0.1422,0.0465,0.268,0.3517,0.1916,0.748,1,1.3064,101
Kepler-975 b,non-habitable,0.2872,0.105,0.3186,0.2335,0.0557,0.7,1,2.0138,96
Kepler-981 b,non-habitable,0.2054,0.0761,0.3358,0.3591,0.0236,0.9892,1,2.9222,84
Kepler-982 b,non-habitable,0.2484,0.1153,0.3216,0.1852,0.1295,0.9733,1,2.2319,90
Kepler-983 b,non-habitable,0.29,0.1618,0.2293,0.2882,0.0307,0.9194,1,2.2193,98
Kepler-984 b,non-habitable,0.12,0.292,0.2035,0.3597,0.0248,0.6358,1,1.8788,82
Kepler-986 b,non-habitable,0.2905,0.1986,0.0976,0.3937,0.0196,0.6862,1,2.3003,95
Kepler-988 b,non-habitable,0.4597,0.0822,0.1115,0.2762,0.0705,0.7818,1,1.846,85
Kepler-989 b,non-habitable,0.1782,0.2668,0.3243,0.1987,0.032,0.5414,1,2.09,90
Kepler-990 c,non-habitable,0.0112,0.0601,0.5117,0.0315,0.3855,0.524,1,2.6753,87
Kepler-992 b,non-habitable,0.2972,0.2125,0.197,0.215,0.0782,0.9282,1,1.4433,80
Kepler-994 b,non-habitable,0.216,0.2476,0.3529,0.1531,0.0304,0.7136,1,2.0009,89
Kepler-996 b,non-habitable,0.3718,0.2108,0.2952,0.1077,0.0145,0.6865,1,2.4963,90
Kepler-997 b,non-habitable,0.1065,0.0003,0.565,0.1344,0.1939,0.6833,1,3.1925,99
Kepler-998 b,non-habitable,0.0666,0.0269,0.2144,0.5706,0.1215,0.8557,1,2.6529,90
Kepler-999 b,non-habitable,0.2144,0.0695,0.348,0.1931,0.175,0.9839,1,2.8306,81
Kepler-1002 b,non-habitable,0.3598,0.1132,0.3956,0.0104,0.1209,0.9947,1,2.7927,94
Kepler-1003 b,non-habitable,0.0279,0.4246,0.4289,0.1085,0.0101,0.9669,1,2.7929,80
Kepler-1005 b,non-habitable,0.3934,0.1134,0.3318,0.128,0.0334,0.9015,1,2.0759,84
Kepler-1006 b,non-habitable,0.4369,0.005,0.1123,0.427,0.0189,0.9951,1,1.5766,82
Kepler-1007 b,non-habitable,0.0964,0.1741,0.37,0.3005,0.0591,0.6941,1,1.6599,86
Kepler-1008 b,non-habitable,0.2194,0.3165,0.4157,0.0248,0.0235,0.3643,1,1.4404,87
Kepler-1009 b,non-habitable,0.1657,0.0991,0.3689,0.3352,0.0311,0.7472,1,1.9894,84
Kepler-1010 b,non-habitable,0.263,0.276,0.0709,0.3869,0.0032,0.4786,1,2.2265,87
Kepler-1012 b,non-habitable,0.1584,0.0399,0.4233,0.0514,0.327,0.9741,1,1.7413,83
Kepler-1013 b,non-habitable,0.085,0.074,0.4472,0.3392,0.0545,0.6842,1,1.9813,86
Kepler-1014 b,non-habitable,0.1525,0.216,0.3219,0.3037,0.0059,0.7489,1,2.3605,84
Kepler-1016 b,non-habitable,0.1642,0.1046,0.3157,0.4078,0.0077,0.4573,1,3.0302,88
Kepler-1017 b,non-habitable,0.3147,0.0944,0.4292,0.1286,0.033,0.968,1,2.3548,81
Kepler-1019 b,non-habitable,0.1662,0.2882,0.4433,0.0291,0.0732,0.8402,1,2.2148,91
Kepler-1020 b,non-habitable,0.4092,0.0091,0.2513,0.3066,0.0238,0.8992,1,2.1097,87
Kepler-1021 b,non-habitable,0.3244,0.1026,0.1103,0.3633,0.0994,0.7246,1,2.1461,89
Kepler-1022 b,non-habitable,0.3104,0.2792,0.0581,0.2542,0.0982,0.9748,1,2.0425,81
Kepler-1025 b,non-habitable,0.1423,0.137,0.4429,0.256,0.0218,0.8888,1,2.0162,86
Kepler-1026 b,non-habitable,0.283,0.0758,0.2371,0.2981,0.106,0.7579,1,1.8322,91
Kepler-1027 b,non-habitable,0.049,0.0364,0.4555,0.4227,0.0364,0.4244,1,1.9609,80
Kepler-1028 b,non-habitable,0.1964,0.3589,0.4053,0.013,0.0264,0.6103,1,2.1495,80
Kepler-1029 b,non-habitable,0.2485,0.2609,0.2227,0.1353,0.1326,0.8955,1,1.3839,89
Kepler-1030 b,non-habitable,0.2047,0.0777,0.2448,0.3817,0.091,0.9202,1,2.3369,91
Kepler-1031 b,non-habitable,0.3532,0.0104,0.4393,0.1969,0.0003,0.5708,1,2.7723,93
Kepler-1032 b,non-habitable,0.0352,0.2516,0.3127,0.3777,0.0228,0.2703,1,1.9187,87
Kepler-1034 b,non-habitable,0.1682,0.0316,0.4433,0.3337,0.0231,0.195,1,2.1994,98
Kepler-1035 b,non-habitable,0.1014,0.0455,0.6236,0.2115,0.018,0.5124,1,2.9399,89
Kepler-1037 b,non-habitable,0.234,0.1431,0.2932,0.1782,0.1515,0.9117,1,2.0787,102
Kepler-1039 b,non-habitable,0.2432,0.2966,0.3578,0.0308,0.0716,0.8552,1,2.382,81
Kepler-1040 b,non-habitable,0.3759,0.1449,0.1279,0.3013,0.05,0.8315,1,1.828,84
Kepler-1042 b,non-habitable,0.3798,0.0822,0.0744,0.4611,0.0025,0.9255,1,2.3146,81
Kepler-1046 b,non-habitable,0.3812,0.0204,0.3986,0.1432,0.0566,0.5431,1,1.94,97
Kepler-1047 b,non-habitable,0.2033,0.2239,0.2726,0.2687,0.0314,0.9417,1,1.8785,79
Kepler-1047 c,non-habitable,0.0192,0.241,0.3775,0.3466,0.0157,0.971,1,2.2625,99
Kepler-1048 b,non-habitable,0.4429,0.1668,0.3014,0.0589,0.0301,0.8136,1,1.7167,90
Kepler-1049 b,non-habitable,0.0926,0.2525,0.2486,0.3062,0.1001,0.9895,1,1.1541,87
Kepler-1050 b,non-habitable,0.1076,0.2777,0.3451,0.2569,0.0127,0.6385,1,1.838,86
Kepler-1050 c,non-habitable,0.3565,0.0258,0.4606,0.0184,0.1387,0.8532,1,1.7363,80
Kepler-1053 b,non-habitable,0.0689,0.0386,0.4515,0.4044,0.0366,0.9166,1,1.9351,82
Kepler-1055 b,non-habitable,0.2944,0.0714,0.3407,0.1653,0.1283,0.9453,1,2.1973,90
Kepler-1059 b,non-habitable,0.322,0.0559,0.2567,0.3177,0.0477,0.3907,1,1.8255,88
Kepler-1060 b,non-habitable,0.2311,0.3566,0.2154,0.1906,0.0063,0.6607,1,2.0719,88
Kepler-1061 b,non-habitable,0.3263,0.111,0.4354,0.0929,0.0344,0.4845,1,2.8634,93
Kepler-1062 b,non-habitable,0.2029,0.1231,0.3549,0.2834,0.0357,0.3511,1,1.6917,90
Kepler-1063 b,non-habitable,0.0551,0.2978,0.3365,0.2084,0.1022,0.8554,1,1.649,87
Kepler-1064 b,non-habitable,0.1135,0.3248,0.3779,0.1809,0.0029,0.9014,1,1.6137,83
Kepler-1065 c,non-habitable,0.2672,0.1794,0.4544,0.0689,0.0301,0.5614,1,2.5823,91
Kepler-1066 b,non-habitable,0.3355,0.0843,0.1553,0.4205,0.0044,0.8746,1,2.9594,85
Kepler-1067 b,non-habitable,0.0763,0.3202,0.2993,0.1764,0.1279,0.8718,1,2.2391,88
Kepler-1069 b,non-habitable,0.3799,0.0622,0.2809,0.2661,0.0108,0.8901,1,1.756,84
Kepler-1070 b,non-habitable,0.0368,0.2351,0.5468,0.1476,0.0338,0.2915,1,2.454,90
Kepler-1071 b,non-habitable,0.2161,0.1144,0.1638,0.444,0.0617,0.7084,1,2.4412,101
Kepler-1072 b,non-habitable,0.1184,0.2135,0.3957,0.2326,0.0398,0.8325,1,3.2442,94
Kepler-1073 b,non-habitable,0.3418,0.0747,0.3205,0.2614,0.0016,0.1481,1,2.6081,98
Kepler-1073 c,non-habitable,0.0223,0.1143,0.5275,0.265,0.0709,0.5165,1,2.469,92
Kepler-1074 b,non-habitable,0.3204,0.0877,0.3601,0.2234,0.0084,0.4785,1,1.4703,82
Kepler-1075 b,non-habitable,0.3309,0.1581,0.4784,0.0072,0.0254,0.9918,1,2.1581,83
Kepler-1076 b,non-habitable,0.1197,0.3019,0.3318,0.2456,0.0011,0.723,1,1.3437,78
Kepler-1078 b,non-habitable,0.1874,0.1803,0.4573,0.1467,0.0283,0.9564,1,2.8267,82
Kepler-1079 b,non-habitable,0.3193,0.0468,0.2168,0.3342,0.0829,0.7962,1,1.7691,83
Kepler-1081 b,non-habitable,0.3145,0.1382,0.2348,0.3034,0.0092,0.8218,1,1.5091,84
Kepler-1082 b,non-habitable,0.1051,0.291,0.3376,0.097,0.1693,0.895,1,2.3909,94
Kepler-1084 b,non-habitable,0.1909,0.1172,0.4828,0.128,0.0811,0.8307,1,3.125,92
Kepler-1086 b,non-habitable,0.2905,0.3451,0.1237,0.1698,0.0708,0.7708,1,1.969,92
Kepler-1087 b,non-habitable,0.3303,0.0443,0.4873,0.0302,0.1079,0.9459,1,3.4835,90
Kepler-1088 b,non-habitable,0.3328,0.1504,0.2932,0.2078,0.0156,0.9683,1,1.6445,78
Kepler-1089 b,non-habitable,0.2731,0.1366,0.1243,0.4179,0.0482,0.8912,1,1.7307,79
Kepler-1090 b,mesoplanet,0.2807,0.3135,0.1085,0.1851,0.1121,0.9544,1,1.7033,88
Kepler-1091 b,non-habitable,0.0894,0.4476,0.3218,0.0967,0.0445,0.826,1,2.458,91
Kepler-1092 b,non-habitable,0.1632,0.0447,0.451,0.3273,0.0137,0.4049,1,1.9454,102
Kepler-1093 b,non-habitable,0.078,0.3187,0.3237,0.2515,0.0281,0.9525,1,1.9462,92
Kepler-1093 c,non-habitable,0.3018,0.2537,0.09,0.3264,0.0281,0.6377,1,1.7462,89
Kepler-1095 b,non-habitable,0.2973,0.0396,0.3442,0.2912,0.0277,0.3258,1,1.7248,86
Kepler-1096 b,non-habitable,0.5421,0.134,0.2813,0.0267,0.0159,0.6394,1,1.5832,95
Kepler-1098 b,non-habitable,0.0243,0.2651,0.3424,0.361,0.0072,0.6128,1,2.1439,85
Kepler-1100 b,non-habitable,0.3341,0.2149,0.2479,0.1541,0.049,0.7788,1,2.087,87
Kepler-1101 b,non-habitable,0.4466,0.0879,0.1911,0.2628,0.0117,0.7178,1,2.3488,89
Kepler-1103 b,non-habitable,0.0778,0.226,0.3278,0.3211,0.0473,0.4961,1,2.1692,99
Kepler-1104 b,non-habitable,0.1082,0.139,0.3617,0.356,0.0351,0.4232,1,1.9902,98
Kepler-1105 b,non-habitable,0.1081,0.2234,0.2962,0.3366,0.0356,0.5727,1,1.9774,95
Kepler-1106 b,non-habitable,0.2351,0.2284,0.4858,0.0043,0.0463,0.9801,1,3.8945,94
Kepler-1107 b,non-habitable,0.0144,0.1843,0.3316,0.2464,0.2233,0.9457,1,2.6257,91
Kepler-1108 b,non-habitable,0.0733,0.2421,0.2902,0.2923,0.1021,0.7969,1,1.7021,85
Kepler-1109 b,non-habitable,0.2504,0.1717,0.1859,0.3435,0.0486,0.6073,1,1.9972,89
Kepler-1111 b,non-habitable,0.0498,0.3424,0.3434,0.2326,0.0317,0.7442,1,2.2102,93
Kepler-1114 b,non-habitable,0.0574,0.1893,0.5638,0.1338,0.0557,0.9787,1,1.7622,89
Kepler-1115 b,non-habitable,0.2538,0.1656,0.4798,0.054,0.0467,0.7541,1,2.5563,83
Kepler-1117 b,non-habitable,0.2844,0.1838,0.3201,0.0248,0.187,0.9992,1,1.6791,84
Kepler-1119 b,non-habitable,0.0639,0.2975,0.5083,0.1167,0.0136,0.6266,1,2.4811,84
Kepler-1120 b,non-habitable,0.3267,0.0695,0.4126,0.0997,0.0914,0.6409,1,1.9053,83
Kepler-1121 b,non-habitable,0.0473,0.1916,0.6702,0.0491,0.0417,0.4317,1,2.6021,89
Kepler-1122 b,non-habitable,0.2493,0.3241,0.2023,0.2161,0.0082,0.6023,1,1.7809,81
Kepler-1123 b,non-habitable,0.1285,0.2795,0.2714,0.2895,0.0311,0.9343,1,2.016,89
Kepler-1124 b,non-habitable,0.2696,0.106,0.4795,0.1292,0.0157,0.5387,1,1.5579,95
Kepler-1125 b,non-habitable,0.0531,0.0072,0.6057,0.2278,0.1062,0.7254,1,1.9775,85
Kepler-1126 b,non-habitable,0.3405,0.2321,0.005,0.3978,0.0246,0.6479,1,1.5566,75
Kepler-1127 b,non-habitable,0.2466,0.0643,0.3368,0.3498,0.0025,0.7728,1,2.542,87
Kepler-1130 b,non-habitable,0.0159,0.1978,0.429,0.3246,0.0327,0.977,1,1.7621,88
Kepler-1131 b,non-habitable,0.3851,0.1166,0.3202,0.1279,0.0502,0.3306,1,1.926,87
Kepler-1132 b,non-habitable,0.4315,0.069,0.0562,0.324,0.1193,0.6714,1,2.018,82
Kepler-1133 b,non-habitable,0.0014,0.1693,0.4071,0.3609,0.0612,0.4967,1,1.9721,87
Kepler-1135 b,non-habitable,0.5032,0.0494,0.2392,0.1521,0.0561,0.5926,1,1.6037,79
Kepler-1136 b,non-habitable,0.1713,0.0672,0.4212,0.3375,0.0028,0.6634,1,2.2933,86
Kepler-1137 b,non-habitable,0.2348,0.0081,0.3739,0.375,0.0081,0.2514,1,2.6958,95
Kepler-1138 b,non-habitable,0.4241,0.0334,0.3958,0.0859,0.0609,0.7625,1,2.4524,87
Kepler-1139 b,non-habitable,0.1458,0.3159,0.2349,0.0826,0.2209,0.9794,1,2.0332,100
Kepler-1141 b,non-habitable,0.0961,0.3635,0.2721,0.2308,0.0375,0.7142,1,1.6786,87
Kepler-1142 b,non-habitable,0.1513,0.0396,0.4442,0.3207,0.0442,0.7075,1,1.7771,90
Kepler-1143 b,non-habitable,0.2079,0.2674,0.4018,0.0702,0.0527,0.8919,1,2.2001,88
Kepler-1144 b,non-habitable,0.2827,0.2724,0.2466,0.133,0.0653,0.937,1,1.8303,92
Kepler-1145 b,non-habitable,0.0944,0.144,0.3379,0.2991,0.1246,0.9676,1,1.7893,98
Kepler-1146 b,non-habitable,0.2123,0.1055,0.3802,0.2395,0.0624,0.8604,1,1.923,82
Kepler-1148 b,non-habitable,0.0346,0.29,0.3831,0.2125,0.0799,0.8836,1,2.5938,90
Kepler-1149 b,non-habitable,0.2206,0.0608,0.4934,0.1702,0.0551,0.7574,1,2.5846,83
Kepler-1150 b,non-habitable,0.2619,0.1042,0.4783,0.1077,0.048,0.8858,1,2.0333,80
Kepler-1151 b,non-habitable,0.429,0.2493,0.071,0.2236,0.0271,0.6673,1,1.9774,83
Kepler-1152 b,non-habitable,0.2275,0.1381,0.323,0.2922,0.0191,0.9274,1,1.5115,100
Kepler-1153 b,non-habitable,0.0187,0.0003,0.7093,0.2356,0.0361,0.7039,1,3.7864,84
Kepler-1154 b,non-habitable,0.087,0.0321,0.3043,0.4726,0.1041,0.5578,1,2.7761,82
Kepler-1154 c,non-habitable,0.1322,0.0864,0.5799,0.1464,0.0551,0.4628,1,2.9798,86
Kepler-1155 b,non-habitable,0.3749,0.0731,0.4458,0.0811,0.0252,0.8767,1,1.9993,81
Kepler-1156 b,non-habitable,0.2575,0.292,0.2776,0.1626,0.0103,0.2701,1,1.4802,85
Kepler-1157 b,non-habitable,0.2234,0.0193,0.2254,0.4324,0.0995,0.8859,1,1.3152,92
Kepler-1158 b,non-habitable,0.08,0.0271,0.5521,0.3285,0.0123,0.7752,1,3.3287,99
Kepler-1159 b,non-habitable,0.2579,0.112,0.106,0.5112,0.0129,0.7594,1,2.5806,85
Kepler-1160 b,non-habitable,0.2407,0.0587,0.3494,0.3213,0.03,0.7486,1,2.4366,85
Kepler-1161 b,non-habitable,0.277,0.2479,0.2935,0.1674,0.0142,0.42,1,1.8498,88
Kepler-1162 b,non-habitable,0.3096,0.2397,0.0136,0.3717,0.0655,0.9858,1,2.0335,80
Kepler-1163 b,non-habitable,0.147,0.198,0.4275,0.1873,0.0402,0.7373,1,2.181,97
Kepler-1164 b,non-habitable,0.0568,0.2426,0.4153,0.1336,0.1518,0.9743,1,1.8157,87
Kepler-1165 b,non-habitable,0.0032,0.2618,0.4166,0.19,0.1285,0.9858,1,2.0265,88
Kepler-1166 b,non-habitable,0.4254,0.085,0.3981,0.0197,0.0717,0.6191,1,1.5269,98
Kepler-1167 b,non-habitable,0.289,0.2238,0.3267,0.0854,0.0751,0.9937,1,2.5449,92
Kepler-1168 b,non-habitable,0.0011,0.1299,0.2393,0.629,0.0008,0.0461,1,2.4812,112
Kepler-1169 b,non-habitable,0.2593,0.0604,0.3693,0.1757,0.1354,0.9268,1,1.8962,85
Kepler-1170 b,non-habitable,0.1454,0.0426,0.2842,0.41,0.1177,0.6042,1,2.1919,80
Kepler-1173 b,non-habitable,0.1759,0.0468,0.4037,0.0545,0.3191,0.7504,1,2.1609,96
Kepler-1174 b,non-habitable,0.2175,0.3376,0.3908,0.0339,0.0202,0.1374,1,1.6913,89
Kepler-1176 b,non-habitable,0.0601,0.2519,0.3767,0.2683,0.043,0.8057,1,2.2876,93
Kepler-1177 b,non-habitable,0.3809,0.1303,0.1147,0.3291,0.045,0.9005,1,1.7341,80
Kepler-1178 b,non-habitable,0.2369,0.0452,0.4631,0.199,0.0558,0.6916,1,1.2188,85
Kepler-1179 b,non-habitable,0.2597,0.3434,0.2098,0.1178,0.0693,0.7059,1,1.5222,80
Kepler-1180 b,non-habitable,0.2464,0.2394,0.2342,0.2687,0.0113,0.9872,1,2.0786,84
Kepler-1181 b,non-habitable,0.1707,0.185,0.4767,0.1659,0.0016,0.7507,1,2.7912,83
Kepler-1182 b,non-habitable,0.3312,0.1315,0.4379,0.0758,0.0236,0.969,1,2.6084,85
Kepler-1185 b,non-habitable,0.1124,0.3518,0.0213,0.5023,0.0121,0.533,1,1.1597,78
Kepler-1186 b,non-habitable,0.3631,0.1045,0.0831,0.4308,0.0185,0.9731,1,2.3293,77
Kepler-1188 b,non-habitable,0.3489,0.0085,0.2678,0.3047,0.0702,0.801,1,2.1591,83
Kepler-1189 b,non-habitable,0.3406,0.0461,0.4429,0.0207,0.1497,0.9994,1,2.7394,89
Kepler-1190 b,non-habitable,0.313,0.2499,0.2407,0.1772,0.0193,0.5174,1,1.3706,96
Kepler-1191 b,non-habitable,0.0407,0.0793,0.4171,0.418,0.045,0.8742,1,2.0729,82
Kepler-1192 b,non-habitable,0.4931,0.1233,0.0505,0.1859,0.1472,0.8241,1,1.942,78
Kepler-1193 b,non-habitable,0.3262,0.2489,0.2921,0.0211,0.1117,0.7398,1,1.9572,92
Kepler-1194 b,non-habitable,0.2394,0.1681,0.399,0.1554,0.038,0.7414,1,1.7195,91
Kepler-1195 b,non-habitable,0.257,0.0829,0.2697,0.3077,0.0827,0.9096,1,2.0467,92
Kepler-1196 b,non-habitable,0.3986,0.0475,0.0838,0.4061,0.064,0.3513,1,1.9238,93
Kepler-1197 b,non-habitable,0.227,0.1207,0.2248,0.4016,0.0258,0.981,1,1.7187,83
Kepler-1198 b,non-habitable,0.2309,0.2672,0.3729,0.043,0.086,0.5655,1,1.6223,98
Kepler-1199 b,non-habitable,0.0326,0.3075,0.3937,0.0292,0.237,0.9885,1,1.5136,84
Kepler-1200 b,non-habitable,0.4077,0.0992,0.3771,0.0971,0.019,0.9616,1,2.2517,86
Kepler-1201 b,non-habitable,0.0463,0.1507,0.384,0.4008,0.0182,0.9745,1,2.6556,94
Kepler-1203 b,non-habitable,0.1836,0.1432,0.3613,0.0091,0.3028,0.7828,1,1.7231,84
Kepler-1205 b,non-habitable,0.2957,0.0045,0.432,0.1344,0.1333,0.8551,1,2.7568,93
Kepler-1206 b,non-habitable,0.0368,0.0827,0.5841,0.2125,0.084,0.3629,1,2.5603,90
Kepler-1207 b,non-habitable,0.0096,0.1905,0.4804,0.1637,0.1558,0.923,1,1.8566,83
Kepler-1208 b,non-habitable,0.1773,0.1903,0.2875,0.2715,0.0734,0.9562,1,2.1592,88
Kepler-1209 b,non-habitable,0.3127,0.0508,0.4992,0.0943,0.043,0.5714,1,1.9406,77
Kepler-1210 b,non-habitable,0.1343,0.1624,0.2619,0.4384,0.0031,0.1697,1,1.8891,105
Kepler-1212 b,non-habitable,0.2673,0.1635,0.3228,0.2206,0.0259,0.4667,1,2.2542,89
Kepler-1213 b,non-habitable,0.2899,0.0984,0.2963,0.2518,0.0636,0.4738,1,1.6341,80
Kepler-1214 b,non-habitable,0.1836,0.328,0.0729,0.3577,0.0577,0.9739,1,2.1625,88
Kepler-1215 b,non-habitable,0.1182,0.2834,0.2998,0.2911,0.0075,0.3947,1,1.6387,91
Kepler-1216 b,non-habitable,0.244,0.2545,0.4777,0.0236,0.0003,0.9214,1,2.4763,79
Kepler-1217 b,non-habitable,0.334,0.0804,0.3251,0.2255,0.035,0.2942,1,2.5441,83
Kepler-1218 b,non-habitable,0.239,0.1815,0.3981,0.1562,0.0252,0.4464,1,1.6455,87
Kepler-1219 b,non-habitable,0.2564,0.0323,0.3491,0.3528,0.0093,0.9364,1,2.7189,83
Kepler-1220 b,non-habitable,0.1754,0.3412,0.4525,0.0245,0.0064,0.7435,1,2.1203,100
Kepler-1221 b,non-habitable,0.0318,0.3456,0.3006,0.3067,0.0153,0.5231,1,1.7958,82
Kepler-1222 b,non-habitable,0.2201,0.216,0.2905,0.0856,0.1878,0.8998,1,1.5791,84
Kepler-1223 b,non-habitable,0.0994,0.0554,0.4408,0.2499,0.1544,0.974,1,1.3484,82
Kepler-1224 b,non-habitable,0.042,0.2703,0.5118,0.0201,0.1558,0.8274,1,1.8665,85
Kepler-1225 b,non-habitable,0.3799,0.1462,0.3102,0.1621,0.0017,0.1251,1,2.1831,94
Kepler-1226 b,non-habitable,0.0516,0.3427,0.5102,0.0667,0.0289,0.2799,1,1.6249,90
Kepler-1227 b,non-habitable,0.482,0.1391,0.1009,0.265,0.013,0.8656,1,2.192,85
Kepler-1228 b,non-habitable,0.3088,0.0867,0.3573,0.2427,0.0045,0.5206,1,2.7634,97
Kepler-1229 b,psychroplanet,0.5589,0.3076,0.0999,0.0053,0.0284,0.3957,1,1.119,83
Kepler-1231 b,non-habitable,0.3244,0.0368,0.405,0.0547,0.1791,0.9873,1,1.7938,80
Kepler-1232 b,non-habitable,0.3347,0.1871,0.002,0.3164,0.1598,0.7114,1,1.4477,83
Kepler-1235 b,non-habitable,0.1266,0.1143,0.6708,0.0287,0.0595,0.9612,1,2.6874,85
Kepler-1236 b,non-habitable,0.3678,0.0267,0.5,0.1026,0.0029,0.7948,1,2.022,82
Kepler-1238 b,non-habitable,0.0787,0.2635,0.3142,0.2379,0.1056,0.781,1,2.4568,87
Kepler-1240 b,non-habitable,0.1752,0.1339,0.3943,0.2252,0.0714,0.8373,1,1.9533,93
Kepler-1242 b,non-habitable,0.234,0.0611,0.4803,0.2216,0.003,0.1501,1,2.2214,88
Kepler-1243 b,non-habitable,0.2806,0.0864,0.2599,0.2953,0.0778,0.9835,1,1.7909,84
