Name,Cls,A,B,CDHSi,G,D,CDHSs,CDHS,Inn,Sur
Kepler-1242 b,non-habitable,0.2221,0.7779,2.26,0.0488,0.9512,2.76,2.265,58,71
Kepler-1243 b,non-habitable,0.8472,0.1528,1.75,0.257,0.743,1.87,1.7512,58,60
Kepler-1244 b,non-habitable,0.5001,0.4999,1.34,0.4328,0.5672,1.33,1.3399,52,54
Kepler-1245 b,non-habitable,0.0919,0.9081,1.43,0.6736,0.3264,1.44,1.4301,58,53
Kepler-1245 c,non-habitable,0.3185,0.6815,1.43,0.5025,0.4975,1.44,1.4301,37,55
Kepler-1246 b,non-habitable,0.2361,0.7639,1.36,0.8733,0.1267,1.34,1.3598,58,54
Kepler-1247 b,non-habitable,0.2583,0.7417,2.33,0.4853,0.5147,2.89,2.3356,49,59
Kepler-1248 b,non-habitable,0.7299,0.2701,1.18,0.8358,0.1642,1.13,1.1795,52,34
Kepler-1249 b,non-habitable,0.5677,0.4323,2.37,0.277,0.723,2.99,2.3762,44,70
Kepler-1250 b,non-habitable,0.9352,0.0648,1.92,0.0481,0.9519,2.13,1.9221,50,63
Kepler-1251 b,non-habitable,0.9352,0.0648,1.84,0.6051,0.3949,2.0,1.8416,56,61
Kepler-1252 b,non-habitable,0.9186,0.0814,1.67,0.7069,0.2931,1.76,1.6709,62,63
Kepler-1253 b,non-habitable,0.7816,0.2184,1.33,0.5513,0.4487,1.31,1.3298,48,40
Kepler-1254 b,non-habitable,0.7909,0.2091,1.55,0.7349,0.2651,1.59,1.5504,55,62
Kepler-1254 c,non-habitable,0.1681,0.8319,1.3,0.2772,0.7228,1.27,1.2997,56,52
Kepler-1254 d,non-habitable,0.8971,0.1029,1.31,0.1046,0.8954,1.29,1.3098,51,51
Kepler-1255 b,non-habitable,0.3159,0.6841,2.32,0.2006,0.7994,2.87,2.3255,42,65
Kepler-1256 b,non-habitable,0.2772,0.7228,1.49,0.2889,0.7111,1.51,1.4902,53,58
Kepler-1257 b,non-habitable,0.3881,0.6119,1.52,0.4645,0.5355,1.56,1.5204,52,45
Kepler-1258 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,64,64
Kepler-1259 b,non-habitable,0.6395,0.3605,1.43,0.6821,0.3179,1.44,1.4301,51,56
Kepler-1260 b,non-habitable,0.3747,0.6253,1.77,0.1411,0.8589,1.9,1.7713,56,63
Kepler-1261 b,non-habitable,0.4136,0.5864,2.26,0.4036,0.5964,2.76,2.265,54,56
Kepler-1262 b,non-habitable,0.2786,0.7214,1.81,0.8438,0.1562,1.97,1.8116,60,59
Kepler-1263 b,non-habitable,0.6154,0.3846,1.14,0.0571,0.9429,1.09,1.1395,53,44
Kepler-1264 b,non-habitable,0.1603,0.8397,1.18,0.3784,0.6216,1.13,1.1795,51,44
Kepler-1265 b,non-habitable,0.9152,0.0848,1.34,0.0092,0.9908,1.33,1.3399,57,43
Kepler-1268 b,non-habitable,0.7187,0.2813,2.03,0.1374,0.8626,2.32,2.0329,55,57
Kepler-1269 b,non-habitable,0.9504,0.0496,1.62,0.826,0.174,1.69,1.6207,53,62
Kepler-1271 b,non-habitable,0.5833,0.4167,1.48,0.7198,0.2802,1.5,1.4802,53,59
Kepler-1272 b,non-habitable,0.1151,0.8849,2.36,0.5551,0.4449,2.97,2.3661,58,51
Kepler-1273 b,non-habitable,0.2757,0.7243,2.49,0.9896,0.0104,3.25,2.4976,55,62
Kepler-1274 b,non-habitable,0.4187,0.5813,1.42,0.4232,0.5768,1.42,1.42,68,60
Kepler-1275 b,non-habitable,0.8841,0.1159,1.48,0.1445,0.8555,1.5,1.4802,55,56
Kepler-1276 b,non-habitable,0.2007,0.7993,1.19,0.1765,0.8235,1.14,1.1895,48,58
Kepler-1277 b,non-habitable,0.7934,0.2066,1.6,0.0306,0.9694,1.66,1.6006,62,56
Kepler-1278 b,non-habitable,0.7201,0.2799,1.01,0.0,0.0,1.0,1.0099,36,64
Kepler-1279 b,non-habitable,0.0536,0.9464,1.75,0.7387,0.2613,1.87,1.7512,57,61
Kepler-1280 b,non-habitable,0.5112,0.4888,1.87,0.268,0.732,2.06,1.8719,54,65
Kepler-1281 b,non-habitable,0.111,0.889,1.64,0.4817,0.5183,1.71,1.6407,48,58
Kepler-1282 b,non-habitable,0.703,0.297,1.55,0.2487,0.7513,1.59,1.5504,58,63
Kepler-1283 b,non-habitable,0.2887,0.7113,1.9,0.19,0.81,2.11,1.9021,56,56
Kepler-1284 b,non-habitable,0.7799,0.2201,1.21,0.0182,0.9818,1.17,1.2096,53,51
Kepler-1285 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,49,57
Kepler-1286 b,non-habitable,0.5405,0.4595,2.15,0.5528,0.4472,2.54,2.1539,57,62
Kepler-1287 b,non-habitable,0.434,0.566,1.53,0.084,0.916,1.57,1.5304,55,44
Kepler-1288 b,non-habitable,0.5958,0.4042,1.12,0.9041,0.0959,1.06,1.1194,42,49
Kepler-1289 b,non-habitable,0.2275,0.7725,1.52,0.0532,0.9468,1.56,1.5204,56,65
Kepler-1290 b,non-habitable,0.8119,0.1881,1.42,0.5897,0.4103,1.42,1.42,45,61
Kepler-1291 b,non-habitable,0.1812,0.8188,1.66,0.603,0.397,1.74,1.6608,61,58
Kepler-1292 b,non-habitable,0.4061,0.5939,1.81,0.7809,0.2191,1.97,1.8116,57,56
Kepler-1293 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,51,65
Kepler-1295 b,non-habitable,0.2164,0.7836,1.55,0.1495,0.8505,1.59,1.5504,50,59
Kepler-1296 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,61,66
Kepler-1297 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,54,58
Kepler-1298 b,non-habitable,0.5165,0.4835,1.31,0.8278,0.1722,1.29,1.3098,28,63
Kepler-1300 b,non-habitable,0.1887,0.8113,1.37,0.7831,0.2169,1.35,1.3698,60,52
Kepler-1301 b,non-habitable,0.0263,0.9737,1.4,0.5235,0.4765,1.4,1.4,60,54
Kepler-1302 b,non-habitable,0.9477,0.0523,1.43,0.7656,0.2344,1.44,1.4301,54,45
Kepler-1303 b,non-habitable,0.4724,0.5276,1.42,0.5733,0.4267,1.42,1.42,43,50
Kepler-1304 b,non-habitable,0.1675,0.8325,2.28,0.7172,0.2828,2.8,2.2852,58,46
Kepler-1305 b,non-habitable,0.9435,0.0565,1.88,0.4185,0.5815,2.08,1.882,45,50
Kepler-1306 b,non-habitable,0.687,0.313,1.9,0.8031,0.1969,2.11,1.9021,50,63
Kepler-1307 b,non-habitable,0.0182,0.9818,2.46,0.0814,0.9186,3.2,2.4674,58,55
Kepler-1308 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,62,67
Kepler-1309 b,non-habitable,0.0294,0.9706,2.36,0.2232,0.7768,2.97,2.3661,60,59
Kepler-1310 b,non-habitable,0.5451,0.4549,1.43,0.8683,0.1317,1.44,1.4301,37,51
Kepler-1311 b,non-habitable,0.7601,0.2399,1.24,0.8059,0.1941,1.21,1.2397,45,53
Kepler-1311 c,non-habitable,0.4322,0.5678,1.22,0.4291,0.5709,1.18,1.2196,48,51
Kepler-1312 b,non-habitable,0.3343,0.6657,2.09,0.6145,0.3855,2.43,2.0934,67,53
Kepler-1313 b,non-habitable,0.263,0.737,1.76,0.151,0.849,1.89,1.7613,52,61
Kepler-1315 b,non-habitable,0.2262,0.7738,1.38,0.8588,0.1412,1.37,1.3799,46,55
Kepler-1317 b,non-habitable,0.8367,0.1633,1.56,0.2798,0.7202,1.6,1.5604,53,68
Kepler-1319 b,non-habitable,0.7329,0.2671,1.34,0.4888,0.5112,1.33,1.3399,53,47
Kepler-1320 b,non-habitable,0.3319,0.6681,1.7,0.887,0.113,1.8,1.701,65,54
Kepler-1321 c,non-habitable,0.0883,0.9117,2.4,0.7439,0.2561,3.04,2.4064,55,58
Kepler-1322 b,non-habitable,0.9387,0.0613,1.61,0.1097,0.8903,1.68,1.6107,49,62
Kepler-1323 b,non-habitable,0.0703,0.9297,1.52,0.1386,0.8614,1.56,1.5204,54,65
Kepler-1324 b,non-habitable,0.1492,0.8508,1.51,0.2084,0.7916,1.54,1.5103,50,62
Kepler-1327 b,non-habitable,0.5488,0.4512,1.8,0.2436,0.7564,1.95,1.8015,62,67
Kepler-1328 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,55,60
Kepler-1329 b,non-habitable,0.1122,0.8878,2.17,0.4737,0.5263,2.58,2.1741,58,53
Kepler-1330 b,non-habitable,0.1814,0.8186,1.65,0.7529,0.2471,1.72,1.6507,59,72
Kepler-1331 b,non-habitable,0.1886,0.8114,1.05,0.0,0.0,1.0,1.0495,42,53
Kepler-1332 b,non-habitable,0.4252,0.5748,1.37,0.6477,0.3523,1.35,1.3698,55,57
Kepler-1334 b,non-habitable,0.7483,0.2517,2.28,0.9968,0.0032,2.8,2.2852,70,63
Kepler-1335 b,non-habitable,0.5335,0.4665,1.44,0.3532,0.6468,1.45,1.4401,50,45
Kepler-1336 b,non-habitable,0.8998,0.1002,1.98,0.1109,0.8891,2.24,1.9826,63,61
Kepler-1336 c,non-habitable,0.2944,0.7056,1.71,0.9398,0.0602,1.82,1.7111,63,44
Kepler-1337 b,non-habitable,0.6623,0.3377,2.41,0.5378,0.4622,3.07,2.4166,62,56
Kepler-1338 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,55,54
Kepler-1339 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69,61
Kepler-1340 b,non-habitable,0.6761,0.3239,1.55,0.4844,0.5156,1.59,1.5504,65,44
Kepler-1342 b,non-habitable,0.9069,0.0931,1.66,0.5927,0.4073,1.74,1.6608,19,44
Kepler-1343 b,non-habitable,0.3851,0.6149,1.93,0.3716,0.6284,2.15,1.9322,59,55
Kepler-1344 b,non-habitable,0.2939,0.7061,1.84,0.6843,0.3157,2.0,1.8416,47,57
Kepler-1345 b,non-habitable,0.2224,0.7776,2.36,0.4374,0.5626,2.97,2.3661,62,64
Kepler-1346 b,non-habitable,0.1648,0.8351,1.58,0.0762,0.9238,1.63,1.5805,45,51
Kepler-1347 b,non-habitable,0.7641,0.2359,1.03,0.0,0.0,1.0,1.0297,45,57
Kepler-1348 b,non-habitable,0.2164,0.7836,1.94,0.366,0.634,2.17,1.9423,49,70
Kepler-1349 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70,69
Kepler-1350 c,non-habitable,0.3705,0.6295,1.72,0.4388,0.5612,1.84,1.7212,64,51
Kepler-1351 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,61,79
Kepler-1352 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,58,54
Kepler-1353 b,non-habitable,0.8002,0.1998,1.8,0.1816,0.8184,1.95,1.8015,68,60
Kepler-1355 b,non-habitable,0.4224,0.5776,1.46,0.3894,0.6106,1.47,1.4601,53,41
Kepler-1356 b,non-habitable,0.4291,0.5709,1.52,0.2647,0.7353,1.56,1.5204,57,53
Kepler-1357 b,non-habitable,0.2294,0.7706,1.28,0.0587,0.9413,1.25,1.2797,58,46
Kepler-1358 b,non-habitable,0.2494,0.7506,1.12,0.1823,0.8177,1.06,1.1194,48,36
Kepler-1361 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,64,64
Kepler-1363 b,non-habitable,0.5414,0.4586,1.25,0.0004,0.9996,1.22,1.2497,55,50
Kepler-1364 b,non-habitable,0.9366,0.0634,2.15,0.8303,0.1697,2.54,2.1539,65,55
Kepler-1365 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,62,69
Kepler-1365 c,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,59,71
Kepler-1366 b,non-habitable,0.5288,0.4712,1.43,0.2181,0.7819,1.44,1.4301,53,44
Kepler-1367 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,56,62
Kepler-1368 b,non-habitable,0.3907,0.6093,1.65,0.7288,0.2712,1.72,1.6507,51,53
Kepler-1370 b,non-habitable,0.7818,0.2182,1.84,0.1089,0.8911,2.0,1.8416,64,57
Kepler-1370 c,non-habitable,0.8728,0.1272,1.27,0.2773,0.7227,1.23,1.2696,60,51
Kepler-1371 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69,55
Kepler-1371 c,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,66,72
Kepler-1372 b,non-habitable,0.318,0.682,1.27,0.1192,0.8808,1.23,1.2696,50,48
Kepler-1373 b,non-habitable,0.1081,0.8919,1.15,0.0953,0.9047,1.1,1.1495,48,51
Kepler-1374 b,non-habitable,0.8739,0.1261,2.28,0.4307,0.5693,2.8,2.2852,56,70
Kepler-1375 b,non-habitable,0.0292,0.9708,1.74,0.1347,0.8653,1.85,1.7411,41,31
Kepler-1376 b,non-habitable,0.6336,0.3664,1.05,0.0,0.0,1.0,1.0495,25,57
Kepler-1377 b,non-habitable,0.0708,0.9292,1.25,0.3459,0.6541,1.22,1.2497,48,62
Kepler-1378 b,non-habitable,0.9976,0.0024,2.2,0.4782,0.5218,2.62,2.2042,70,55
Kepler-1379 b,non-habitable,0.2539,0.7461,1.3,0.8989,0.1011,1.27,1.2997,61,52
Kepler-1380 b,non-habitable,0.8197,0.1803,1.43,0.757,0.243,1.44,1.4301,46,42
Kepler-1381 b,non-habitable,0.8582,0.1418,2.25,0.9828,0.0172,2.73,2.2548,61,60
Kepler-1382 b,non-habitable,0.8278,0.1722,1.88,0.4728,0.5272,2.08,1.882,54,62
Kepler-1383 b,non-habitable,0.4362,0.5638,1.41,0.5921,0.4079,1.41,1.41,57,59
Kepler-1384 b,non-habitable,0.899,0.101,1.94,0.8932,0.1068,2.17,1.9423,55,50
Kepler-1385 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,66,72
Kepler-1386 b,non-habitable,0.0342,0.9658,1.24,0.4094,0.5906,1.21,1.2397,57,43
Kepler-1387 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,66,70
Kepler-1388 c,non-habitable,0.9335,0.0665,2.26,0.544,0.456,2.76,2.265,75,61
Kepler-1388 e,non-habitable,0.5756,0.4244,2.45,0.381,0.619,3.17,2.4572,62,65
Kepler-1389 b,non-habitable,0.7999,0.2001,1.77,0.1955,0.8045,1.9,1.7713,53,51
Kepler-1390 b,non-habitable,0.2857,0.7143,1.18,0.4437,0.5563,1.13,1.1795,52,37
Kepler-1391 b,non-habitable,0.4037,0.5963,1.68,0.6241,0.3759,1.77,1.6809,56,75
Kepler-1392 b,non-habitable,0.0133,0.9867,1.96,0.0033,0.9967,2.2,1.9624,58,62
Kepler-1393 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,77,83
Kepler-1394 b,non-habitable,0.7505,0.2495,1.39,0.4108,0.5892,1.38,1.3899,64,58
Kepler-1395 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,58,62
Kepler-1396 b,non-habitable,0.6617,0.3383,2.07,0.223,0.777,2.39,2.0732,55,63
Kepler-1397 b,non-habitable,0.978,0.022,1.71,0.641,0.359,1.82,1.7111,57,53
Kepler-1398 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63,61
Kepler-1398 c,non-habitable,0.1129,0.8871,1.03,0.0,0.0,1.0,1.0297,39,63
Kepler-1399 b,non-habitable,0.487,0.513,1.25,0.6249,0.3751,1.22,1.2497,53,56
Kepler-1400 b,non-habitable,0.6296,0.3704,1.62,0.5509,0.4491,1.69,1.6207,57,57
Kepler-1401 b,non-habitable,0.5187,0.4813,1.68,0.807,0.193,1.77,1.6809,49,63
Kepler-1402 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,57,77
Kepler-1403 b,non-habitable,0.5544,0.4456,2.14,0.4247,0.5753,2.52,2.1438,52,63
Kepler-1404 b,non-habitable,0.2573,0.7427,2.0,0.5068,0.4932,2.28,2.0028,49,57
Kepler-1406 b,non-habitable,0.0395,0.9605,1.1,0.7747,0.2253,1.04,1.0994,42,53
Kepler-1407 b,non-habitable,0.2568,0.7432,2.25,0.2229,0.7771,2.73,2.2548,52,60
Kepler-1408 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,74,71
Kepler-1409 b,non-habitable,0.0668,0.9332,1.04,0.0,0.0,1.0,1.0396,36,60
Kepler-1410 b,mesoplanet,0.043,0.957,1.78,0.2784,0.7216,1.92,1.7814,55,62
Kepler-1412 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67,65
Kepler-1413 b,non-habitable,0.4483,0.5517,1.81,0.699,0.301,1.97,1.8116,65,54
Kepler-1414 b,non-habitable,0.8758,0.1242,1.23,0.7721,0.2279,1.19,1.2296,52,45
Kepler-1415 b,non-habitable,0.7947,0.2053,1.29,0.359,0.641,1.26,1.2897,49,51
Kepler-1416 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63,60
Kepler-1417 b,non-habitable,0.0985,0.5691,1.0,0.0,0.0,1.0,1.0,0,59
Kepler-1418 b,non-habitable,0.1483,0.8517,1.66,0.1522,0.8478,1.74,1.6608,42,56
Kepler-1420 b,non-habitable,0.1525,0.8475,1.28,0.4235,0.5765,1.25,1.2797,56,51
Kepler-1421 b,non-habitable,0.0,0.0,1.0,0.0,0.0001,1.0,1.0,77,65
Kepler-1422 b,non-habitable,0.9597,0.0403,2.02,0.1869,0.8131,2.3,2.0228,57,60
Kepler-1423 b,non-habitable,0.1388,0.8612,1.06,0.4002,0.4708,1.0,1.0594,48,0
Kepler-1424 b,non-habitable,0.2308,0.7692,1.15,0.365,0.635,1.1,1.1495,42,56
Kepler-1425 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,61,75
Kepler-1426 b,non-habitable,0.4842,0.5158,1.56,0.4899,0.5101,1.6,1.5604,65,31
Kepler-1427 b,non-habitable,0.4799,0.5201,1.1,0.0168,0.9832,1.04,1.0994,47,38
Kepler-1428 b,non-habitable,0.0521,0.9479,1.64,0.0858,0.9142,1.71,1.6407,61,60
Kepler-1429 b,non-habitable,0.3834,0.6166,1.29,0.7713,0.2287,1.26,1.2897,52,52
Kepler-1430 b,non-habitable,0.9272,0.0728,1.18,0.0518,0.9482,1.13,1.1795,45,52
Kepler-1431 b,non-habitable,0.8528,0.1472,1.47,0.336,0.664,1.48,1.4701,48,49
Kepler-1432 b,non-habitable,0.1372,0.8628,2.22,0.1775,0.8225,2.67,2.2245,54,65
Kepler-1433 b,non-habitable,0.286,0.714,1.56,0.6411,0.3589,1.6,1.5604,40,55
Kepler-1434 b,non-habitable,0.6972,0.3028,1.11,0.1793,0.8207,1.05,1.1094,49,47
Kepler-1435 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,56,66
Kepler-1436 b,non-habitable,0.0774,0.9226,1.31,0.9601,0.0399,1.29,1.3098,49,59
Kepler-1437 b,non-habitable,0.2342,0.7658,1.37,0.4904,0.5096,1.35,1.3698,60,47
Kepler-1438 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,53,71
Kepler-1439 b,non-habitable,0.0355,0.9645,1.46,0.4308,0.5692,1.47,1.4601,62,70
Kepler-1440 b,non-habitable,0.2035,0.7965,1.25,0.6399,0.3601,1.22,1.2497,49,46
Kepler-1441 b,non-habitable,0.1659,0.8341,1.31,0.709,0.291,1.29,1.3098,52,64
Kepler-1443 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,47,70
Kepler-1444 b,non-habitable,0.5983,0.4017,2.17,0.8979,0.1021,2.58,2.1741,44,69
Kepler-1445 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,52,59
Kepler-1446 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,72,63
Kepler-1448 b,non-habitable,0.1153,0.8847,1.61,0.7903,0.2097,1.68,1.6107,63,61
Kepler-1449 b,non-habitable,0.147,0.853,1.68,0.3038,0.6962,1.77,1.6809,46,57
Kepler-1450 b,non-habitable,0.569,0.431,1.71,0.1481,0.8519,1.82,1.7111,56,56
Kepler-1454 b,non-habitable,0.2939,0.7061,1.88,0.8278,0.1722,2.08,1.882,66,65
Kepler-1455 b,non-habitable,0.376,0.624,2.16,0.8075,0.1925,2.56,2.164,55,57
Kepler-1456 b,non-habitable,0.2142,0.7858,1.14,0.2746,0.7254,1.09,1.1395,49,52
Kepler-1457 b,non-habitable,0.5253,0.4747,1.99,0.3386,0.6614,2.26,1.9927,55,57
Kepler-1459 b,non-habitable,0.471,0.529,1.36,0.3349,0.6651,1.34,1.3598,52,52
Kepler-1460 b,non-habitable,0.7908,0.2092,1.96,0.7375,0.2625,2.2,1.9624,56,59
Kepler-1461 b,non-habitable,0.6896,0.3104,2.03,0.6233,0.3767,2.32,2.0329,55,82
Kepler-1463 b,non-habitable,0.7437,0.2563,1.86,0.9012,0.0988,2.04,1.8618,61,56
Kepler-1464 b,non-habitable,0.1401,0.8599,1.66,0.8611,0.1389,1.74,1.6608,56,54
Kepler-1464 c,non-habitable,0.2333,0.5064,1.0,0.0,0.0,1.0,1.0,0,56
Kepler-1465 b,non-habitable,0.8662,0.1338,1.77,0.2232,0.7768,1.9,1.7713,63,51
Kepler-1466 b,non-habitable,0.3691,0.6309,1.55,0.9587,0.0413,1.59,1.5504,48,63
Kepler-1468 b,non-habitable,0.1411,0.8589,1.72,0.1627,0.8373,1.84,1.7212,59,59
Kepler-1468 c,non-habitable,0.8456,0.1544,1.15,0.8157,0.1843,1.1,1.1495,55,47
Kepler-1470 b,non-habitable,0.2442,0.7557,1.06,0.4819,0.1232,1.0,1.0594,47,0
Kepler-1471 b,non-habitable,0.9778,0.0222,1.41,0.7405,0.2595,1.41,1.41,55,48
Kepler-1472 b,non-habitable,0.3926,0.6074,1.9,0.7972,0.2028,2.11,1.9021,60,54
Kepler-1473 b,non-habitable,0.9798,0.0202,1.19,0.537,0.463,1.14,1.1895,56,36
Kepler-1474 b,non-habitable,0.0827,0.9173,2.16,0.9869,0.0131,2.56,2.164,60,62
Kepler-1476 b,non-habitable,0.7066,0.2934,1.67,0.8194,0.1806,1.76,1.6709,62,49
Kepler-1477 b,non-habitable,0.4173,0.5827,1.18,0.7135,0.2865,1.13,1.1795,44,52
Kepler-1478 b,non-habitable,0.9064,0.0936,1.72,0.6779,0.3221,1.84,1.7212,56,55
Kepler-1479 b,non-habitable,0.0293,0.9707,1.83,0.6213,0.3787,1.99,1.8316,58,64
Kepler-1480 b,non-habitable,0.81,0.19,1.67,0.0821,0.9179,1.76,1.6709,57,50
Kepler-1481 b,non-habitable,0.9055,0.0945,1.23,0.478,0.522,1.19,1.2296,56,53
Kepler-1482 b,non-habitable,0.5561,0.4439,1.01,0.0,0.0,1.0,1.0099,26,57
Kepler-1483 b,non-habitable,0.8365,0.1635,1.52,0.5405,0.4595,1.56,1.5204,54,33
Kepler-1484 b,non-habitable,0.6807,0.3193,2.11,0.9558,0.0442,2.46,2.1135,72,62
Kepler-1485 b,non-habitable,0.9226,0.0774,1.47,0.7927,0.2073,1.48,1.4701,59,52
Kepler-1486 b,non-habitable,0.6035,0.3965,2.32,0.3853,0.6147,2.87,2.3255,49,73
Kepler-1487 b,non-habitable,0.7597,0.2403,2.13,0.4913,0.5087,2.5,2.1337,50,67
Kepler-1488 b,non-habitable,0.5232,0.4768,1.86,0.5252,0.4748,2.04,1.8618,53,52
Kepler-1489 b,non-habitable,0.6419,0.3581,1.77,0.8717,0.1283,1.9,1.7713,59,61
Kepler-1491 b,non-habitable,0.131,0.869,1.51,0.2513,0.7487,1.54,1.5103,51,56
Kepler-1492 b,non-habitable,0.8251,0.1749,1.49,0.2632,0.7368,1.51,1.4902,58,58
Kepler-1493 b,non-habitable,0.3072,0.6928,1.41,0.4475,0.5525,1.41,1.41,52,53
Kepler-1496 b,non-habitable,0.478,0.522,2.22,0.0846,0.9154,2.67,2.2245,61,60
Kepler-1497 b,non-habitable,0.1998,0.8002,1.66,0.4293,0.5707,1.74,1.6608,53,54
Kepler-1498 b,non-habitable,0.6912,0.3088,1.33,0.0261,0.9739,1.31,1.3298,52,57
Kepler-1499 b,non-habitable,0.2494,0.7506,1.19,0.6299,0.3701,1.14,1.1895,44,49
Kepler-1500 b,non-habitable,0.7266,0.2734,1.2,0.6772,0.3228,1.15,1.1995,57,46
Kepler-1501 b,non-habitable,0.2366,0.7634,1.56,0.5313,0.4687,1.6,1.5604,58,54
Kepler-1503 b,non-habitable,0.8148,0.1852,2.27,0.4439,0.5561,2.78,2.2751,67,61
Kepler-1504 b,non-habitable,0.2594,0.7406,2.13,0.831,0.169,2.5,2.1337,60,43
Kepler-1505 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,71,67
Kepler-1506 b,non-habitable,0.2883,0.7117,1.32,0.2246,0.7754,1.3,1.3198,57,47
Kepler-1507 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,57,70
Kepler-1508 b,non-habitable,0.5457,0.4543,1.33,0.9628,0.0372,1.31,1.3298,41,51
Kepler-1509 b,non-habitable,0.5607,0.4393,1.85,0.1235,0.8765,2.02,1.8517,62,70
Kepler-1511 b,non-habitable,0.5286,0.4714,1.68,0.3909,0.6091,1.77,1.6809,53,52
Kepler-1512 b,non-habitable,0.6946,0.3054,1.18,0.6298,0.3702,1.13,1.1795,53,42
Kepler-1516 b,non-habitable,0.5056,0.4944,1.75,0.3155,0.6845,1.87,1.7512,62,46
Kepler-1521 b,non-habitable,0.6808,0.3192,2.5,0.1307,0.8693,3.28,2.5078,45,66
Kepler-1522 b,non-habitable,0.0991,0.9009,1.72,0.7343,0.2657,1.84,1.7212,58,52
Kepler-1523 b,non-habitable,0.4441,0.5559,1.58,0.9653,0.0347,1.63,1.5805,40,62
Kepler-1525 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,57,57
Kepler-1526 b,non-habitable,0.9882,0.0118,2.43,0.389,0.611,3.12,2.4369,69,63
Kepler-1528 b,non-habitable,0.259,0.741,1.46,0.3835,0.6165,1.47,1.4601,67,54
Kepler-1529 b,non-habitable,0.949,0.051,2.09,0.9445,0.0555,2.43,2.0934,60,53
Kepler-1530 b,non-habitable,0.9718,0.0282,1.64,0.3304,0.6696,1.71,1.6407,57,57
Kepler-1530 c,non-habitable,0.2769,0.7231,1.65,0.8479,0.1521,1.72,1.6507,67,61
Kepler-1531 b,non-habitable,0.3394,0.6605,1.11,0.2806,0.7194,1.05,1.1094,50,37
Kepler-1532 b,non-habitable,0.9143,0.0857,1.34,0.8677,0.1323,1.33,1.3399,62,60
Kepler-1534 b,non-habitable,0.7251,0.2749,1.89,0.3552,0.6448,2.09,1.892,47,48
Kepler-1537 b,non-habitable,0.6305,0.3695,1.18,0.8203,0.1797,1.13,1.1795,52,40
Kepler-1540 b,mesoplanet,0.6235,0.3765,2.49,0.1608,0.8392,3.25,2.4976,60,65
Kepler-1541 b,non-habitable,0.9492,0.0508,1.15,0.6513,0.3487,1.1,1.1495,46,41
Kepler-1542 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,71,64
Kepler-1542 c,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,64,65
Kepler-1542 d,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63,71
Kepler-1542 e,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,65,69
Kepler-1544 b,mesoplanet,0.0161,0.9839,1.78,0.4449,0.5551,1.92,1.7814,65,64
